Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,86015824.0,0.7091135382652283,7.4013576067955e-07,15.86,0.6954881548881531,8.828606610222778e-07,16.87
0,2666490544.0,0.5307042002677917,6.781663728361309e-07,24.86,0.5184371471405029,9.099348972085863e-07,26.48
10,28471237744.0,0.22208775579929352,8.831248692331428e-07,65.24,0.24765858054161072,1.0852296554730856e-06,66.25
20,54275984944.0,0.22999469935894012,1.0001615464716451e-06,65.72,0.24790821969509125,1.157066662926809e-06,67.01
30,80080732144.0,0.23765550553798676,9.110927408073621e-07,66.78,0.2537687122821808,1.3464946277963463e-06,67.84
40,105885479344.0,0.22123150527477264,1.8304480136066559e-06,68.48,0.24826645851135254,2.3579029857501155e-06,69.42
50,131690226544.0,0.18360105156898499,3.1690174182585906e-06,69.48,0.22602912783622742,3.674877689263667e-06,70.56
60,157494973744.0,0.176996111869812,3.299932131994865e-06,69.84,0.22548383474349976,4.000476110377349e-06,70.94
70,183299720944.0,0.17545251548290253,2.6552609142527217e-06,70.74,0.22206555306911469,4.5011947804596275e-06,71.34
80,209104468144.0,0.1579684019088745,6.409382876881864e-06,71.96,0.20144657790660858,6.338883849821286e-06,72.96
90,234909215344.0,0.14189456403255463,6.75793216942111e-06,73.84,0.21857765316963196,8.29696909931954e-06,74.35
