Name,Dense Accuracy,Pruned Accuracy
resnet25_small_normal_small_imagenet_1731298431.6554563_rf_level_12_sgd_100_res_224_no_ffcv_test_acc_23.8.pth,23.8,18.25
resnet25_small_normal_small_imagenet_1731298431.6554396_rf_level_12_sgd_100_res_224_no_ffcv_test_acc_23.99.pth,23.99,19.2
resnet25_small_normal_small_imagenet_1731298431.655472_rf_level_12_sgd_100_res_224_no_ffcv_test_acc_23.7.pth,23.7,19.29
