layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.64575195
layer1.0.conv2_1x1,0.5983887
layer1.0.conv3_3x3,0.81570095
layer1.0.conv4_1x1,0.64160156
layer1.0.conv5_1x1,0.8568115
layer1.0.shortcut.0,0.55078125
layer2.0.conv1_1x1,0.6567993
layer2.0.conv2_1x1,0.5475464
layer2.0.conv3_3x3,0.8142361
layer2.0.conv4_1x1,0.5689087
layer2.0.conv5_1x1,0.8104553
layer2.0.shortcut.0,0.74661255
layer3.0.conv1_1x1,0.7645798
layer3.0.conv2_1x1,0.6459198
layer3.0.conv3_3x3,0.89713883
layer3.0.conv4_1x1,0.5353699
layer3.0.conv5_1x1,0.7194176
layer3.0.shortcut.0,0.8673935
layer3.1.conv1_1x1,1.0
layer3.1.conv2_1x1,1.0
layer3.1.conv3_3x3,1.0
layer3.1.conv4_1x1,1.0
layer3.1.conv5_1x1,1.0
layer4.0.conv1_1x1,0.9997425
layer4.0.conv2_1x1,0.99980927
layer4.0.conv3_3x3,0.99997586
layer4.0.conv4_1x1,0.99954605
layer4.0.conv5_1x1,0.99988747
layer4.0.shortcut.0,0.95809317
linear,0.0
