layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.5456543
layer1.0.conv2_1x1,0.46484375
layer1.0.conv3_3x3,0.68744576
layer1.0.conv4_1x1,0.5280762
layer1.0.conv5_1x1,0.7817383
layer1.0.shortcut.0,0.45074463
layer2.0.conv1_1x1,0.5036316
layer2.0.conv2_1x1,0.4104004
layer2.0.conv3_3x3,0.670166
layer2.0.conv4_1x1,0.4095459
layer2.0.conv5_1x1,0.6639862
layer2.0.shortcut.0,0.59165955
layer3.0.conv1_1x1,0.58815765
layer3.0.conv2_1x1,0.47055054
layer3.0.conv3_3x3,0.8196903
layer3.0.conv4_1x1,0.37329102
layer3.0.conv5_1x1,0.53144836
layer3.0.shortcut.0,0.7040005
layer3.1.conv1_1x1,1.0
layer3.1.conv2_1x1,1.0
layer3.1.conv3_3x3,1.0
layer3.1.conv4_1x1,1.0
layer3.1.conv5_1x1,1.0
layer4.0.conv1_1x1,0.9979248
layer4.0.conv2_1x1,0.9992447
layer4.0.conv3_3x3,0.9999428
layer4.0.conv4_1x1,0.99892807
layer4.0.conv5_1x1,0.9992218
layer4.0.shortcut.0,0.8634472
linear,0.0
