layer_names,pr
conv1,0.0
layer1.0.conv1_1x1,0.9641113
layer1.0.conv2_1x1,0.9946289
layer1.0.conv3_3x3,0.9845649
layer1.0.conv4_1x1,0.88061523
layer1.0.conv5_1x1,0.9536133
layer1.0.shortcut.0,0.79119873
layer2.0.conv1_1x1,0.95565796
layer2.0.conv2_1x1,0.95721436
layer2.0.conv3_3x3,0.9530979
layer2.0.conv4_1x1,0.82806396
layer2.0.conv5_1x1,0.95866394
layer2.0.shortcut.0,0.92839813
layer3.0.conv1_1x1,0.9670563
layer3.0.conv2_1x1,0.9510803
layer3.0.conv3_3x3,0.9711219
layer3.0.conv4_1x1,0.8509064
layer3.0.conv5_1x1,0.94989014
layer3.0.shortcut.0,0.96782494
layer3.1.conv1_1x1,0.9729538
layer3.1.conv2_1x1,0.8958893
layer3.1.conv3_3x3,0.9331733
layer3.1.conv4_1x1,0.69851685
layer3.1.conv5_1x1,0.83981705
layer4.0.conv1_1x1,0.8849907
layer4.0.conv2_1x1,0.79821014
layer4.0.conv3_3x3,0.9732005
layer4.0.conv4_1x1,0.6826401
layer4.0.conv5_1x1,0.9791784
layer4.0.shortcut.0,0.99705124
linear,0.0
