Epoch,test accuracy,training accuracy
0,6.66,"(4.923157894736842, 4677, 95000)"
1,12.84,"(11.507368421052632, 10932, 95000)"
2,18.38,"(17.58105263157895, 16702, 95000)"
3,20.9,"(23.312631578947368, 22147, 95000)"
4,26.95,"(28.19684210526316, 26787, 95000)"
5,26.2,"(31.201052631578946, 29641, 95000)"
6,29.63,"(34.025263157894734, 32324, 95000)"
7,27.5,"(36.12736842105263, 34321, 95000)"
8,34.38,"(37.817894736842106, 35927, 95000)"
9,31.78,"(39.26421052631579, 37301, 95000)"
10,35.72,"(40.39368421052632, 38374, 95000)"
11,32.03,"(41.217894736842105, 39157, 95000)"
12,34.39,"(42.24947368421053, 40137, 95000)"
13,34.52,"(42.83157894736842, 40690, 95000)"
14,38.33,"(43.49263157894737, 41318, 95000)"
15,38.73,"(44.427368421052634, 42206, 95000)"
16,39.16,"(44.77368421052632, 42535, 95000)"
17,41.72,"(45.09473684210526, 42840, 95000)"
18,34.66,"(45.64421052631579, 43362, 95000)"
19,38.9,"(45.70421052631579, 43419, 95000)"
20,40.7,"(46.27894736842105, 43965, 95000)"
21,41.94,"(46.217894736842105, 43907, 95000)"
22,41.56,"(46.60842105263158, 44278, 95000)"
23,43.92,"(46.898947368421055, 44554, 95000)"
24,40.8,"(47.02315789473684, 44672, 95000)"
25,42.55,"(47.53578947368421, 45159, 95000)"
26,42.6,"(47.671578947368424, 45288, 95000)"
27,40.79,"(47.72105263157895, 45335, 95000)"
28,41.8,"(48.12210526315789, 45716, 95000)"
29,43.65,"(48.316842105263156, 45901, 95000)"
30,39.79,"(48.39684210526316, 45977, 95000)"
31,43.61,"(48.666315789473686, 46233, 95000)"
32,41.93,"(48.68631578947368, 46252, 95000)"
33,45.57,"(49.00421052631579, 46554, 95000)"
34,43.71,"(48.93578947368421, 46489, 95000)"
35,49.11,"(49.20315789473684, 46743, 95000)"
36,47.45,"(49.30105263157895, 46836, 95000)"
37,41.16,"(49.86736842105263, 47374, 95000)"
38,43.83,"(49.75473684210527, 47267, 95000)"
39,45.39,"(49.84842105263158, 47356, 95000)"
40,47.36,"(49.83684210526316, 47345, 95000)"
41,46.05,"(49.793684210526315, 47304, 95000)"
42,41.21,"(50.40526315789474, 47885, 95000)"
43,44.4,"(50.565263157894734, 48037, 95000)"
44,45.44,"(50.40315789473684, 47883, 95000)"
45,43.18,"(50.60315789473684, 48073, 95000)"
46,46.02,"(50.781052631578945, 48242, 95000)"
47,44.89,"(50.956842105263156, 48409, 95000)"
48,44.96,"(51.04631578947368, 48494, 95000)"
49,48.55,"(51.22736842105263, 48666, 95000)"
50,44.89,"(51.16421052631579, 48606, 95000)"
51,44.77,"(51.49578947368421, 48921, 95000)"
52,49.3,"(51.3378947368421, 48771, 95000)"
53,50.15,"(51.410526315789475, 48840, 95000)"
54,45.18,"(51.62, 49039, 95000)"
55,48.0,"(52.04526315789474, 49443, 95000)"
56,50.09,"(52.153684210526315, 49546, 95000)"
57,50.91,"(52.125263157894736, 49519, 95000)"
58,52.5,"(52.230526315789476, 49619, 95000)"
59,46.69,"(52.381052631578946, 49762, 95000)"
60,47.21,"(52.473684210526315, 49850, 95000)"
61,48.48,"(53.02315789473684, 50372, 95000)"
62,49.28,"(52.72315789473684, 50087, 95000)"
63,47.84,"(53.32, 50654, 95000)"
64,49.38,"(53.19263157894737, 50533, 95000)"
65,48.63,"(53.23578947368421, 50574, 95000)"
66,46.7,"(53.55894736842105, 50881, 95000)"
67,44.96,"(53.66, 50977, 95000)"
68,47.93,"(53.6178947368421, 50937, 95000)"
69,49.37,"(54.14736842105263, 51440, 95000)"
70,48.35,"(54.205263157894734, 51495, 95000)"
71,47.6,"(54.205263157894734, 51495, 95000)"
72,47.65,"(54.48947368421052, 51765, 95000)"
73,48.72,"(54.39473684210526, 51675, 95000)"
74,50.47,"(54.69894736842105, 51964, 95000)"
75,48.19,"(54.85263157894737, 52110, 95000)"
76,54.0,"(54.86842105263158, 52125, 95000)"
77,51.65,"(55.07368421052632, 52320, 95000)"
78,50.44,"(55.35578947368421, 52588, 95000)"
79,53.57,"(55.60842105263158, 52828, 95000)"
80,50.29,"(55.37894736842105, 52610, 95000)"
81,51.49,"(55.747368421052634, 52960, 95000)"
82,48.19,"(55.96, 53162, 95000)"
83,50.16,"(56.036842105263155, 53235, 95000)"
84,53.76,"(56.71157894736842, 53876, 95000)"
85,51.14,"(56.729473684210525, 53893, 95000)"
86,55.22,"(56.566315789473684, 53738, 95000)"
87,54.12,"(57.08, 54226, 95000)"
88,55.63,"(56.88421052631579, 54040, 95000)"
89,53.7,"(57.334736842105265, 54468, 95000)"
90,55.25,"(57.67578947368421, 54792, 95000)"
91,55.28,"(57.58315789473684, 54704, 95000)"
92,53.15,"(58.049473684210525, 55147, 95000)"
93,53.89,"(57.897894736842105, 55003, 95000)"
94,56.35,"(58.28842105263158, 55374, 95000)"
95,55.56,"(58.171578947368424, 55263, 95000)"
96,56.54,"(58.641052631578944, 55709, 95000)"
97,55.2,"(59.02421052631579, 56073, 95000)"
98,53.87,"(59.13263157894737, 56176, 95000)"
99,53.21,"(59.11578947368421, 56160, 95000)"
100,53.97,"(59.490526315789474, 56516, 95000)"
101,56.55,"(59.281052631578945, 56317, 95000)"
102,57.99,"(59.89157894736842, 56897, 95000)"
103,56.22,"(60.13789473684211, 57131, 95000)"
104,57.92,"(60.22421052631579, 57213, 95000)"
105,54.29,"(60.486315789473686, 57462, 95000)"
106,54.26,"(60.927368421052634, 57881, 95000)"
107,59.4,"(60.887368421052635, 57843, 95000)"
108,59.12,"(61.34421052631579, 58277, 95000)"
109,59.6,"(61.513684210526314, 58438, 95000)"
110,58.14,"(61.578947368421055, 58500, 95000)"
111,56.81,"(61.99894736842105, 58899, 95000)"
112,60.96,"(61.769473684210524, 58681, 95000)"
113,59.45,"(62.19052631578948, 59081, 95000)"
114,61.21,"(62.69578947368421, 59561, 95000)"
115,60.85,"(62.7, 59565, 95000)"
116,61.19,"(62.89578947368421, 59751, 95000)"
117,60.67,"(63.62105263157895, 60440, 95000)"
118,59.9,"(63.60842105263158, 60428, 95000)"
119,59.62,"(63.73578947368421, 60549, 95000)"
120,58.49,"(64.26105263157895, 61048, 95000)"
121,61.54,"(64.37684210526315, 61158, 95000)"
122,61.61,"(64.66842105263157, 61435, 95000)"
123,61.89,"(64.73894736842105, 61502, 95000)"
124,61.14,"(65.1842105263158, 61925, 95000)"
125,63.09,"(65.58842105263157, 62309, 95000)"
126,62.16,"(65.85263157894737, 62560, 95000)"
127,63.13,"(66.08105263157894, 62777, 95000)"
128,63.32,"(66.08421052631579, 62780, 95000)"
129,64.8,"(66.66736842105263, 63334, 95000)"
130,64.72,"(67.01263157894736, 63662, 95000)"
131,65.31,"(67.37578947368421, 64007, 95000)"
132,67.41,"(67.54526315789474, 64168, 95000)"
133,67.18,"(68.09473684210526, 64690, 95000)"
134,65.72,"(68.2, 64790, 95000)"
135,65.07,"(68.1778947368421, 64769, 95000)"
136,66.2,"(68.54947368421053, 65122, 95000)"
137,64.93,"(69.18, 65721, 95000)"
138,66.59,"(69.36421052631579, 65896, 95000)"
139,65.94,"(69.56210526315789, 66084, 95000)"
140,66.9,"(70.00736842105263, 66507, 95000)"
141,67.07,"(70.34842105263158, 66831, 95000)"
142,67.81,"(70.44, 66918, 95000)"
143,69.21,"(71.14947368421052, 67592, 95000)"
144,69.57,"(71.40842105263158, 67838, 95000)"
145,69.29,"(71.69473684210526, 68110, 95000)"
146,69.39,"(72.16421052631578, 68556, 95000)"
147,69.25,"(72.42105263157895, 68800, 95000)"
