Name,Dense Accuracy,Pruned Accuracy
vgg19_normal_tiny_imagenet_seed_0_rf_level_1_test_acc_62.17.pth,62.17,60.17
vgg19_normal_tiny_imagenet_seed_1_rf_level_1_test_acc_61.36.pth,61.36,59.91
vgg19_normal_tiny_imagenet_seed_4_rf_level_1_test_acc_61.42.pth,61.42,59.54
vgg19_normal_tiny_imagenet_seed_2_rf_level_1_test_acc_61.44.pth,61.44,59.92
vgg19_normal_tiny_imagenet_seed_3_rf_level_1_test_acc_61.53.pth,61.53,59.69
