layer_names,pr
conv1,0.0
layer1.0.conv1,0.7822808
layer1.0.conv2,0.7017144
layer1.1.conv1,0.6420356
layer1.1.conv2,0.6602919
layer2.0.conv1,0.5431722
layer2.0.conv2,0.6109958
layer2.0.shortcut.0,0.44519043
layer2.1.conv1,0.69847274
layer2.1.conv2,0.7069634
layer3.0.conv1,0.4575602
layer3.0.conv2,0.54256356
layer3.0.shortcut.0,0.411438
layer3.1.conv1,0.66415066
layer3.1.conv2,0.6473168
layer4.0.conv1,0.4450014
layer4.0.conv2,0.47949558
layer4.0.shortcut.0,0.43776703
layer4.1.conv1,0.49561775
layer4.1.conv2,0.901065
linear,0.0
