layer_names,pr
conv1,0.0
layer1.0.conv1,0.7050239
layer1.0.conv2,0.65386283
layer1.1.conv1,0.60557723
layer1.1.conv2,0.6667209
layer2.0.conv1,0.55699325
layer2.0.conv2,0.62853324
layer2.0.shortcut.0,0.5286865
layer2.1.conv1,0.75824654
layer2.1.conv2,0.76135254
layer3.0.conv1,0.54996747
layer3.0.conv2,0.61756897
layer3.0.shortcut.0,0.44979858
layer3.1.conv1,0.7522973
layer3.1.conv2,0.7554118
layer4.0.conv1,0.57685256
layer4.0.conv2,0.62016636
layer4.0.shortcut.0,0.5154495
layer4.1.conv1,0.6280267
layer4.1.conv2,0.94423634
linear,0.0
