layer_names,pr
conv1,0.0
layer1.0.conv1,0.6980794
layer1.0.conv2,0.6312663
layer1.1.conv1,0.62901473
layer1.1.conv2,0.67173934
layer2.0.conv1,0.60268825
layer2.0.conv2,0.686103
layer2.0.shortcut.0,0.576416
layer2.1.conv1,0.8508979
layer2.1.conv2,0.86079913
layer3.0.conv1,0.64578587
layer3.0.conv2,0.6973572
layer3.0.shortcut.0,0.50375366
layer3.1.conv1,0.82791644
layer3.1.conv2,0.8361901
layer4.0.conv1,0.7072703
layer4.0.conv2,0.7662023
layer4.0.shortcut.0,0.5903549
layer4.1.conv1,0.77403134
layer4.1.conv2,0.966788
linear,0.0
