layer_names,pr
conv1,0.0
layer1.0.conv1,0.7762315
layer1.0.conv2,0.73288304
layer1.1.conv1,0.72580296
layer1.1.conv2,0.7304145
layer2.0.conv1,0.70719403
layer2.0.conv2,0.77090114
layer2.0.shortcut.0,0.68395996
layer2.1.conv1,0.9236111
layer2.1.conv2,0.9303453
layer3.0.conv1,0.7878689
layer3.0.conv2,0.83713615
layer3.0.shortcut.0,0.5948181
layer3.1.conv1,0.90755546
layer3.1.conv2,0.91567314
layer4.0.conv1,0.8473519
layer4.0.conv2,0.89620465
layer4.0.shortcut.0,0.74095154
layer4.1.conv1,0.9025459
layer4.1.conv2,0.9859619
linear,0.0
