layer_names,pr
conv1,0.0
layer1.0.conv1,0.27416992
layer1.0.conv2,0.8118015
layer1.0.shortcut.0,0.2720337
layer2.0.conv1,0.29833984
layer2.0.conv2,0.6538696
layer2.0.shortcut.0,0.57722473
layer3.0.conv1,0.36429596
layer3.0.conv2,0.8827824
layer3.0.shortcut.0,0.80513763
linear,0.0
