layer_names,pr
conv1,0.0
layer1.0.conv1,0.5020888
layer1.0.conv2,0.27248806
layer1.1.conv1,0.25100368
layer1.1.conv2,0.38115776
layer2.0.conv1,0.21050347
layer2.0.conv2,0.30708143
layer2.0.shortcut.0,0.25512695
layer2.1.conv1,0.5716824
layer2.1.conv2,0.5601196
layer3.0.conv1,0.17888387
layer3.0.conv2,0.22518921
layer3.0.shortcut.0,0.16345215
layer3.1.conv1,0.41514587
layer3.1.conv2,0.40193006
layer4.0.conv1,0.18606059
layer4.0.conv2,0.20460933
layer4.0.shortcut.0,0.16265106
layer4.1.conv1,0.20889622
layer4.1.conv2,0.49860635
linear,0.0
