Name,Dense Accuracy,Pruned Accuracy
vgg19_normal_cifar10_seed_0_rf_level_2_test_acc_91.26.pth,91.26,91.17
vgg19_normal_cifar10_seed_1_rf_level_2_test_acc_91.51.pth,91.51,87.92
vgg19_normal_cifar10_seed_3_rf_level_2_test_acc_90.94.pth,90.94,90.41
vgg19_normal_cifar10_seed_2_rf_level_2_test_acc_91.05.pth,91.05,90.85
vgg19_normal_cifar10_seed_4_rf_level_2_test_acc_91.01.pth,91.01,90.84
