Epoch,training_time
0,4369.858926773071
1,1190.32674908638
2,1181.4433541297913
3,881.2737917900085
4,857.371701002121
5,858.2914044857025
6,874.2756187915802
7,864.5766468048096
8,876.0455837249756
9,860.1845650672913
10,869.9409198760986
11,871.2907717227936
12,868.757337808609
13,867.4179539680481
14,863.6520309448242
15,859.0469188690186
16,859.9247779846191
17,859.6337852478027
18,861.2795014381409
19,863.0952770709991
20,861.2627193927765
21,858.8221337795258
22,882.5694727897644
23,955.915201663971
24,914.1392369270325
25,1047.9032697677612
26,912.8672142028809
27,972.9128859043121
28,946.1909189224243
29,929.6719374656677
30,982.7459816932678
31,983.5494511127472
32,927.8846371173859
33,1011.5615060329437
34,914.6277179718018
35,946.7701065540314
36,899.3101296424866
37,937.3369641304016
38,937.6745414733887
39,946.7126126289368
40,933.4781150817871
41,933.5488719940186
42,871.0567593574524
43,915.1482300758362
44,919.6242341995239
45,933.4228031635284
46,1001.7502717971802
47,1043.634293794632
48,1022.0915234088898
49,850.8011076450348
50,848.1792681217194
51,854.7813794612885
52,881.2318942546844
53,851.0169467926025
54,849.9335598945618
55,880.4458241462708
56,917.7571303844452
57,867.5234723091125
58,898.3915226459503
59,853.953001499176
60,840.4453084468842
61,863.3006980419159
62,857.7468810081482
63,876.4277186393738
64,935.7022774219513
65,867.2976665496826
66,851.5657660961151
67,862.3408803939819
68,893.9406776428223
69,870.5114998817444
70,905.7936270236969
71,942.6995549201965
72,899.1601870059967
73,903.6515345573425
74,878.4245295524597
75,905.1396293640137
76,920.5982484817505
77,919.3419904708862
78,904.8524215221405
79,1021.7902789115906
80,927.1765675544739
81,926.3333120346069
82,940.8112616539001
83,944.5370523929596
84,866.9861841201782
85,921.9430088996887
86,879.0323171615601
87,952.6560604572296
88,883.6055490970612
89,894.1935935020447
90,913.9518892765045
91,891.9603307247162
92,875.4885518550873
93,954.6344449520111
94,939.7801225185394
95,1115.70081949234
96,914.3292932510376
97,932.6726591587067
98,1254.1469099521637
99,906.678836107254
