Epoch,test accuracy,training accuracy
0,55.39,"(46.786, 23393, 50000)"
1,58.8,"(62.754, 31377, 50000)"
2,66.76,"(69.578, 34789, 50000)"
3,70.18,"(73.928, 36964, 50000)"
4,72.45,"(76.384, 38192, 50000)"
5,73.67,"(77.562, 38781, 50000)"
6,73.04,"(78.576, 39288, 50000)"
7,75.32,"(79.584, 39792, 50000)"
8,77.73,"(79.772, 39886, 50000)"
9,74.29,"(80.484, 40242, 50000)"
10,73.56,"(80.912, 40456, 50000)"
11,74.14,"(81.568, 40784, 50000)"
12,74.22,"(81.23, 40615, 50000)"
13,71.34,"(81.8, 40900, 50000)"
14,71.32,"(82.104, 41052, 50000)"
15,79.07,"(82.24, 41120, 50000)"
16,76.82,"(82.228, 41114, 50000)"
17,78.25,"(82.502, 41251, 50000)"
18,67.32,"(82.76, 41380, 50000)"
19,77.85,"(82.668, 41334, 50000)"
20,74.81,"(83.184, 41592, 50000)"
21,78.51,"(83.17, 41585, 50000)"
22,75.87,"(83.182, 41591, 50000)"
23,79.53,"(83.516, 41758, 50000)"
24,77.32,"(83.532, 41766, 50000)"
25,79.4,"(83.408, 41704, 50000)"
26,75.46,"(83.526, 41763, 50000)"
27,76.48,"(83.854, 41927, 50000)"
28,72.27,"(83.606, 41803, 50000)"
29,77.78,"(83.804, 41902, 50000)"
30,75.67,"(83.954, 41977, 50000)"
31,80.32,"(83.948, 41974, 50000)"
32,80.53,"(84.068, 42034, 50000)"
33,78.57,"(83.81, 41905, 50000)"
34,70.18,"(84.112, 42056, 50000)"
35,77.96,"(84.206, 42103, 50000)"
36,74.08,"(84.4, 42200, 50000)"
37,79.62,"(83.97, 41985, 50000)"
38,78.67,"(84.534, 42267, 50000)"
39,76.42,"(84.16, 42080, 50000)"
40,78.13,"(84.508, 42254, 50000)"
41,81.12,"(84.598, 42299, 50000)"
42,76.09,"(84.58, 42290, 50000)"
43,79.0,"(84.808, 42404, 50000)"
44,74.06,"(84.766, 42383, 50000)"
45,76.24,"(85.054, 42527, 50000)"
46,78.12,"(84.61, 42305, 50000)"
47,79.65,"(84.87, 42435, 50000)"
48,79.77,"(84.796, 42398, 50000)"
49,78.41,"(84.988, 42494, 50000)"
50,80.24,"(85.032, 42516, 50000)"
51,77.29,"(85.246, 42623, 50000)"
52,80.46,"(85.448, 42724, 50000)"
53,72.02,"(85.04, 42520, 50000)"
54,79.5,"(85.244, 42622, 50000)"
55,76.32,"(85.578, 42789, 50000)"
56,79.37,"(85.478, 42739, 50000)"
57,79.21,"(85.194, 42597, 50000)"
58,80.68,"(85.642, 42821, 50000)"
59,79.55,"(85.58, 42790, 50000)"
60,73.44,"(85.648, 42824, 50000)"
61,79.67,"(85.714, 42857, 50000)"
62,79.71,"(85.662, 42831, 50000)"
63,78.15,"(85.69, 42845, 50000)"
64,79.51,"(85.7, 42850, 50000)"
65,80.74,"(85.914, 42957, 50000)"
66,81.89,"(85.806, 42903, 50000)"
67,79.52,"(86.414, 43207, 50000)"
68,83.74,"(86.204, 43102, 50000)"
69,78.79,"(85.944, 42972, 50000)"
70,71.96,"(86.148, 43074, 50000)"
71,76.74,"(86.208, 43104, 50000)"
72,76.62,"(86.496, 43248, 50000)"
73,77.91,"(86.442, 43221, 50000)"
74,81.45,"(86.672, 43336, 50000)"
75,82.21,"(86.64, 43320, 50000)"
76,77.88,"(86.76, 43380, 50000)"
77,81.73,"(86.532, 43266, 50000)"
78,83.34,"(86.864, 43432, 50000)"
79,78.52,"(86.672, 43336, 50000)"
80,81.95,"(86.818, 43409, 50000)"
81,75.74,"(86.52, 43260, 50000)"
82,83.09,"(87.306, 43653, 50000)"
83,83.34,"(87.226, 43613, 50000)"
84,84.93,"(87.27, 43635, 50000)"
85,77.96,"(87.336, 43668, 50000)"
86,80.78,"(87.278, 43639, 50000)"
87,75.69,"(87.576, 43788, 50000)"
88,82.2,"(87.494, 43747, 50000)"
89,81.99,"(87.602, 43801, 50000)"
90,79.55,"(87.57, 43785, 50000)"
91,81.05,"(87.846, 43923, 50000)"
92,84.55,"(87.924, 43962, 50000)"
93,79.59,"(87.73, 43865, 50000)"
94,79.62,"(87.88, 43940, 50000)"
95,81.15,"(88.048, 44024, 50000)"
96,81.59,"(88.2, 44100, 50000)"
97,82.01,"(88.136, 44068, 50000)"
98,83.68,"(88.248, 44124, 50000)"
99,85.24,"(88.456, 44228, 50000)"
100,82.83,"(88.432, 44216, 50000)"
101,82.5,"(88.738, 44369, 50000)"
102,83.93,"(88.766, 44383, 50000)"
103,81.78,"(88.712, 44356, 50000)"
