Epoch,test accuracy,training accuracy
0,2.05,"(3.545134443021767, 3544, 99968)"
1,3.42,"(7.270326504481434, 7268, 99968)"
2,6.19,"(11.71174775928297, 11708, 99968)"
3,7.82,"(16.711347631242, 16706, 99968)"
4,7.95,"(20.399527848911653, 20393, 99968)"
5,10.98,"(24.17173495518566, 24164, 99968)"
6,8.25,"(26.85059218950064, 26842, 99968)"
7,7.48,"(29.566461267605632, 29557, 99968)"
8,14.26,"(31.537091869398207, 31527, 99968)"
9,11.03,"(32.94854353393086, 32938, 99968)"
10,14.7,"(34.34198943661972, 34331, 99968)"
11,13.15,"(35.53337067861716, 35522, 99968)"
12,12.73,"(36.41765364916773, 36406, 99968)"
13,19.19,"(37.78909250960307, 37777, 99968)"
14,15.61,"(38.31225992317542, 38300, 99968)"
15,19.97,"(38.61935819462228, 38607, 99968)"
16,19.94,"(39.737716069142124, 39725, 99968)"
17,18.23,"(40.208866837387966, 40196, 99968)"
18,19.58,"(40.53697183098591, 40524, 99968)"
19,15.67,"(41.317221510883485, 41304, 99968)"
20,15.93,"(42.14648687580026, 42133, 99968)"
21,20.11,"(42.53161011523687, 42518, 99968)"
22,21.34,"(42.96474871959027, 42951, 99968)"
23,21.09,"(43.107794494238156, 43094, 99968)"
24,18.53,"(43.70698623559539, 43693, 99968)"
25,19.63,"(43.91905409731114, 43905, 99968)"
26,21.54,"(44.626280409731116, 44612, 99968)"
27,22.1,"(44.793333866837386, 44779, 99968)"
28,19.79,"(45.13044174135723, 45116, 99968)"
29,22.42,"(45.605593790012804, 45591, 99968)"
30,23.17,"(45.73563540332906, 45721, 99968)"
31,25.67,"(46.25980313700384, 46245, 99968)"
32,24.4,"(46.89300576184379, 46878, 99968)"
33,20.44,"(47.330145646606915, 47315, 99968)"
34,21.22,"(47.111075544174135, 47096, 99968)"
35,21.81,"(47.91733354673495, 47902, 99968)"
36,25.12,"(48.140404929577464, 48125, 99968)"
37,27.01,"(48.71458866837388, 48699, 99968)"
38,23.45,"(49.10371318822023, 49088, 99968)"
39,28.43,"(49.70790653008963, 49692, 99968)"
40,27.41,"(49.71490877080666, 49699, 99968)"
41,26.42,"(50.464148527528806, 50448, 99968)"
42,28.0,"(50.76824583866837, 50752, 99968)"
43,29.16,"(51.24439820742638, 51228, 99968)"
44,25.86,"(51.82558418693982, 51809, 99968)"
45,27.79,"(52.31974231754161, 52303, 99968)"
46,35.68,"(52.68185819462228, 52665, 99968)"
47,29.97,"(53.035971510883485, 53019, 99968)"
48,30.5,"(53.666173175416134, 53649, 99968)"
49,33.51,"(54.24835947503201, 54231, 99968)"
50,32.08,"(54.57546414852753, 54558, 99968)"
51,34.91,"(54.95758642765685, 54940, 99968)"
52,31.9,"(55.30269686299616, 55285, 99968)"
53,36.16,"(56.07794494238156, 56060, 99968)"
54,38.96,"(56.4330585787452, 56415, 99968)"
55,30.54,"(56.953225032010245, 56935, 99968)"
56,37.52,"(57.60743437900128, 57589, 99968)"
57,39.83,"(57.89952784891165, 57881, 99968)"
58,39.26,"(58.678777208706784, 58660, 99968)"
59,40.97,"(58.998879641485274, 58980, 99968)"
60,39.86,"(59.54105313700384, 59522, 99968)"
61,38.34,"(59.894166133162614, 59875, 99968)"
62,43.1,"(60.28929257362356, 60270, 99968)"
63,46.38,"(61.353633162612034, 61334, 99968)"
64,45.45,"(61.66173175416133, 61642, 99968)"
65,43.3,"(62.19690300896287, 62177, 99968)"
66,48.14,"(63.063180217669654, 63043, 99968)"
67,49.93,"(63.64836747759283, 63628, 99968)"
68,48.84,"(64.41761363636364, 64397, 99968)"
69,48.5,"(64.7217109475032, 64701, 99968)"
70,48.67,"(65.24987996158771, 65229, 99968)"
71,52.58,"(66.04813540332907, 66027, 99968)"
72,49.96,"(66.96642925736235, 66945, 99968)"
73,53.4,"(67.50260083226632, 67481, 99968)"
74,54.4,"(68.13180217669654, 68110, 99968)"
75,56.66,"(68.80501760563381, 68783, 99968)"
76,57.04,"(69.55725832266326, 69535, 99968)"
77,57.85,"(70.47555217669654, 70453, 99968)"
78,60.6,"(70.95170454545455, 70929, 99968)"
79,59.86,"(72.0640604993598, 72041, 99968)"
80,63.45,"(73.03036971830986, 73007, 99968)"
81,62.95,"(73.68357874519846, 73660, 99968)"
82,64.24,"(74.33578745198463, 74312, 99968)"
83,65.85,"(75.36111555697823, 75337, 99968)"
84,67.34,"(76.29141325224072, 76267, 99968)"
85,68.77,"(77.11467669654289, 77090, 99968)"
86,69.14,"(78.16301216389245, 78138, 99968)"
87,71.12,"(78.91325224071703, 78888, 99968)"
88,70.6,"(79.94058098591549, 79915, 99968)"
89,72.54,"(80.55077624839949, 80525, 99968)"
90,73.0,"(81.46306818181819, 81437, 99968)"
91,74.14,"(82.1682938540333, 82142, 99968)"
92,74.42,"(82.87451984635084, 82848, 99968)"
93,75.74,"(83.42869718309859, 83402, 99968)"
94,76.51,"(84.01688540332907, 83990, 99968)"
95,76.41,"(84.19594270166453, 84169, 99968)"
96,76.2,"(84.5030409731114, 84476, 99968)"
97,76.73,"(84.71110755441741, 84684, 99968)"
98,76.74,"(84.84314980793854, 84816, 99968)"
99,76.78,"(84.96418854033291, 84937, 99968)"
