;train accuracy;test accuracy;train-saturation_conv1;train-saturation_layer1-0-conv1;train-saturation_layer1-0-conv2;train-saturation_layer1-0-shortcut-0;train-saturation_layer2-0-conv1;train-saturation_layer2-0-conv2;train-saturation_layer2-0-shortcut-0;train-saturation_layer3-0-conv1;train-saturation_layer3-0-conv2;train-saturation_layer3-0-shortcut-0;train-saturation_linear;eval-saturation_conv1;eval-saturation_layer1-0-conv1;eval-saturation_layer1-0-conv2;eval-saturation_layer1-0-shortcut-0;eval-saturation_layer2-0-conv1;eval-saturation_layer2-0-conv2;eval-saturation_layer2-0-shortcut-0;eval-saturation_layer3-0-conv1;eval-saturation_layer3-0-conv2;eval-saturation_layer3-0-shortcut-0;eval-saturation_linear;average-train-sat;average-eval-sat
0;55.76585016684387;53.89;0.109375;0.234375;0.328125;0.078125;0.6328125;0.517578125;0.263671875;0.7734375;0.1923828125;0.2119140625;0.095;0.125;0.25;0.33984375;0.08203125;0.6328125;0.5234375;0.26953125;0.7578125;0.16015625;0.1796875;0.065;;
