Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,25.63644027709961,50.38,27.281673431396484,35.25
0,24607258080.0,5.124380588531494,95.46,5.11572265625,67.08
10,270679838880.0,0.9859047532081604,99.56,2.327119827270508,71.19
20,516752419680.0,0.6178513765335083,99.78,2.1918280124664307,71.83
30,762825000480.0,0.4631408751010895,99.88,2.258453607559204,72.02
40,1008897581280.0,0.3816189467906952,99.9,2.3235690593719482,72.15
50,1254970162080.0,0.32148370146751404,99.86,2.400104522705078,72.15
60,1501042742880.0,0.3073955774307251,99.8,2.455406427383423,72.2
70,1747115323680.0,0.2731011211872101,99.9,2.384097099304199,72.27
80,1993187904480.0,0.2516191601753235,99.92,2.448321580886841,72.19
90,2239260485280.0,0.2362799346446991,99.94,2.4502367973327637,72.26
100,2460725808000.0,0.20433272421360016,99.92,2.561826705932617,72.26
