Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,149884240.0,0.4697699546813965,2.444734491291456e-06,89.62,0.43098053336143494,2.6246625566272996e-06,87.47
0,4646411440.0,0.3842875063419342,2.874591018553474e-06,92.8,0.3535914123058319,2.6417471872264287e-06,89.62
10,49611683440.0,0.17338469624519348,1.0130394230145612e-06,95.76,0.19745594263076782,1.4924652305126074e-06,91.01
20,94576955440.0,0.16416369378566742,1.4176678178046132e-06,95.84,0.19138766825199127,1.575821784172149e-06,90.97
30,139542227440.0,0.1531197428703308,1.7474167179898359e-06,95.26,0.18957653641700745,1.7233962807949865e-06,91.04
40,184507499440.0,0.11821947246789932,2.895843635997153e-06,95.78,0.1689845323562622,2.730866526690079e-06,90.99
50,229472771440.0,0.10328323394060135,3.95549750464852e-06,95.76,0.16014663875102997,3.922373252862599e-06,91.21
60,274438043440.0,0.09862598776817322,4.062103016622132e-06,95.76,0.1638675332069397,4.133847596676787e-06,91.21
70,319403315440.0,0.09260110557079315,3.63769504474476e-06,95.82,0.1550610512495041,4.6560362534364685e-06,91.28
80,364368587440.0,0.07919241487979889,5.99671602685703e-06,96.0,0.15881863236427307,6.117225893831346e-06,91.32
90,409333859440.0,0.07446703314781189,5.97216967435088e-06,95.96,0.14871473610401154,7.540386832260992e-06,91.47
