;name;train_acc;eval_acc
0;train-conv1;0.3612666666666667;0.3804
1;train-layer1-0-conv1;0.10064444444444444;0.1
2;train-layer1-0-conv2;0.10064444444444444;0.1
3;train-layer1-0-conv3;0.10064444444444444;0.1
4;train-layer1-0-shortcut-0;0.4308888888888889;0.4355
5;train-layer1-1-conv1;0.10064444444444444;0.1
6;train-layer1-1-conv2;0.10064444444444444;0.1
7;train-layer1-1-conv3;0.09984444444444444;0.1
8;train-layer1-2-conv1;0.10064444444444444;0.1
9;train-layer1-2-conv2;0.10064444444444444;0.1
10;train-layer1-2-conv3;0.10064444444444444;0.1
11;train-layer2-0-conv1;0.36064444444444443;0.3667
12;train-layer2-0-conv2;0.1416888888888889;0.148
13;train-layer2-0-conv3;0.142;0.144
14;train-layer2-0-shortcut-0;0.49655555555555553;0.4954
15;train-layer2-1-conv1;0.10064444444444444;0.1
16;train-layer2-1-conv2;0.10064444444444444;0.1
17;train-layer2-1-conv3;0.09953333333333333;0.1
18;train-layer2-2-conv1;0.10064444444444444;0.1
19;train-layer2-2-conv2;0.10064444444444444;0.1
20;train-layer2-2-conv3;0.10064444444444444;0.1
21;train-layer2-3-conv1;0.10064444444444444;0.1
22;train-layer2-3-conv2;0.10064444444444444;0.1
23;train-layer2-3-conv3;0.10064444444444444;0.1
24;train-layer3-0-conv1;0.10064444444444444;0.1
25;train-layer3-0-conv2;0.10064444444444444;0.1
26;train-layer3-0-conv3;0.10064444444444444;0.1
27;train-layer3-0-shortcut-0;0.5713555555555555;0.5297
28;train-layer3-1-conv1;0.10064444444444444;0.1
29;train-layer3-1-conv2;0.10064444444444444;0.1
30;train-layer3-1-conv3;0.10064444444444444;0.1
31;train-layer3-2-conv1;0.10064444444444444;0.1
32;train-layer3-2-conv2;0.10064444444444444;0.1
33;train-layer3-2-conv3;0.10064444444444444;0.1
34;train-layer3-3-conv1;0.1005111111111111;0.1
35;train-layer3-3-conv2;0.10064444444444444;0.1
36;train-layer3-3-conv3;0.10064444444444444;0.1
37;train-layer3-4-conv1;0.10064444444444444;0.1
38;train-layer3-4-conv2;0.10064444444444444;0.1
39;train-layer3-4-conv3;0.10064444444444444;0.1
40;train-layer3-5-conv1;0.10064444444444444;0.1
41;train-layer3-5-conv2;0.10064444444444444;0.1
42;train-layer3-5-conv3;0.10064444444444444;0.1
43;train-layer4-0-conv1;0.10064444444444444;0.1
44;train-layer4-0-conv2;0.10064444444444444;0.1
45;train-layer4-0-conv3;0.10064444444444444;0.1
46;train-layer4-0-shortcut-0;0.6345777777777778;0.5309
47;train-layer4-1-conv1;0.10064444444444444;0.1
48;train-layer4-1-conv2;0.10064444444444444;0.1
49;train-layer4-1-conv3;0.10064444444444444;0.1
50;train-layer4-2-conv1;0.10064444444444444;0.1
51;train-layer4-2-conv2;0.10064444444444444;0.1
52;train-layer4-2-conv3;0.10064444444444444;0.1
53;train-linear;0.6327777777777778;0.5348
