Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,15.696026802062988,28.38,16.24011993408203,34.2
0,15500232960.0,5.56723690032959,86.4,5.473482608795166,81.18
10,170502562560.0,3.501546621322632,91.04,4.642221450805664,85.7
20,325504892160.0,2.542105197906494,93.66,4.726624488830566,88.04
30,480507221760.0,1.8325748443603516,95.9,4.208064079284668,89.68
40,635509551360.0,1.828006625175476,96.78,4.402685165405273,90.62
50,790511880960.0,1.2904932498931885,97.44,3.5373754501342773,91.08
60,945514210560.0,1.6203744411468506,98.2,2.4878969192504883,91.48
70,1100516540160.0,1.3656771183013916,98.5,3.726421594619751,91.58
80,1255518869760.0,1.6360474824905396,98.7,4.8198723793029785,91.62
90,1410521199360.0,1.6440328359603882,99.3,4.691256999969482,91.69
100,1550023296000.0,0.8837487101554871,99.1,2.98073410987854,91.68
