Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Final test accuracy
0,2.4827324797843664,1.8888982479784366,3.5724814690026956,2.6206620619946093,6.2668463611859835,5.428739892183288,37.157808288409704,1.5,1.73,2.18,1.75,3.49,3.68,24.38,Acc@1 final output   31.25 ( 38.58)
1,3.0744609164420487,2.6522489892183287,4.428487196765499,3.7662146226415096,7.657724056603773,7.398711253369272,42.68762634770889,1.37,1.94,1.34,2.18,2.72,3.74,26.2,Acc@1 final output   31.25 ( 38.58)
2,3.2018615229110514,2.450092654986523,4.410587938005391,3.35453167115903,7.522953167115903,6.642730795148248,43.154059973045825,1.85,1.54,1.21,1.68,3.11,3.61,26.18,Acc@1 final output   31.25 ( 38.58)
3,3.2734585579514826,2.5290599730458223,4.6127442722371965,3.394541778975741,7.525058962264151,7.042831873315364,43.24460916442049,1.43,1.72,1.15,2.23,2.78,2.7,26.24,Acc@1 final output   31.25 ( 38.58)
4,3.125,2.0120872641509435,4.400058962264151,3.3440026954177897,7.321849730458221,6.498483827493262,43.32673517520216,2.01,1.47,1.84,1.92,3.43,3.93,25.03,Acc@1 final output   31.25 ( 38.58)
5,3.139740566037736,2.3153217654986524,4.557993598382749,3.617756064690027,7.752484838274933,7.60929076819407,43.205651954177895,1.58,1.43,1.22,1.98,2.28,2.79,24.85,Acc@1 final output   31.25 ( 38.58)
6,3.248189016172507,2.5890751347708894,4.780154986522911,3.891509433962264,7.658776954177897,7.201819407008086,43.582589285714285,1.8,1.71,1.44,1.05,2.89,3.0,24.84,Acc@1 final output   31.25 ( 38.58)
7,3.090254380053908,2.272152964959569,4.406376347708895,3.4566627358490565,7.188131738544475,6.601667789757412,43.24882075471698,1.69,1.8,2.37,3.09,4.29,4.5,25.67,Acc@1 final output   31.25 ( 38.58)
8,3.1481637466307277,2.521689690026954,4.629590633423181,3.88519204851752,7.803023921832884,7.358701145552561,43.45202998652291,1.26,0.5,0.63,0.52,1.03,1.03,25.95,Acc@1 final output   31.25 ( 38.58)
9,3.321891846361186,2.040515498652291,4.194743935309973,2.844929245283019,6.85962769541779,5.707757749326146,43.57416610512129,1.99,1.4,2.66,1.19,3.68,2.85,24.86,Acc@1 final output   31.25 ( 38.58)
10,3.3882243935309972,2.8649342991913747,4.811741913746631,3.991534703504043,7.873568059299191,7.681940700808625,43.18564690026954,1.64,1.78,1.72,1.65,2.5,2.6,22.84,Acc@1 final output   31.25 ( 38.58)
11,3.3734838274932613,2.465886118598383,4.6148500673854445,3.5556351078167117,7.143910040431267,6.6669474393531,43.45624157681941,2.0,1.66,2.32,2.28,3.82,4.05,24.56,Acc@1 final output   31.25 ( 38.58)
12,3.2934636118598384,2.662777964959569,4.862280997304582,3.9599477762803232,8.206283692722373,7.870409366576819,43.297254043126685,2.15,1.56,2.27,1.42,4.26,4.37,25.51,Acc@1 final output   31.25 ( 38.58)
13,3.1797506738544477,2.258465296495957,4.3705778301886795,3.4619272237196768,7.421875,7.04177897574124,43.46150606469003,1.75,1.28,1.29,1.43,3.02,2.85,24.78,Acc@1 final output   31.25 ( 38.58)
14,3.3282092318059298,2.52063679245283,4.688552897574124,3.7188342318059298,7.343960579514825,6.835411051212938,43.03402964959569,1.25,0.6,1.04,0.58,1.36,0.81,26.09,Acc@1 final output   31.25 ( 38.58)
15,3.221866576819407,2.4764150943396226,4.501137129380054,3.6461842991913747,7.373441711590297,6.661682951482479,43.29093665768194,1.6,1.53,1.61,1.46,2.19,2.59,25.34,Acc@1 final output   31.25 ( 38.58)
16,3.3503200808625335,2.463780323450135,4.674865229110512,3.5830104447439353,7.730373989218329,7.082841981132075,43.37622136118598,1.8,1.77,1.87,3.11,3.36,4.13,24.63,Acc@1 final output   31.25 ( 38.58)
17,3.196597035040431,2.4964201482479784,4.437963274932614,3.785166778975741,7.935689016172507,7.474519878706199,43.35411051212938,2.13,2.38,2.24,3.23,5.03,6.55,24.73,Acc@1 final output   31.25 ( 38.58)
18,3.225025269541779,2.274258760107817,4.453756738544475,3.316627358490566,7.473466981132075,7.289209905660377,43.11404986522911,1.96,1.68,1.68,2.1,2.92,3.6,25.12,Acc@1 final output   31.25 ( 38.58)
19,3.230289757412399,2.7912314690026956,4.50534871967655,3.785166778975741,7.85461590296496,7.283945417789758,42.902417452830186,2.07,2.02,2.14,2.47,4.41,5.37,25.98,Acc@1 final output   31.25 ( 38.58)
20,3.2555592991913747,2.219508086253369,4.434804582210242,3.419811320754717,7.608237870619946,7.203925202156334,43.513098045822105,1.62,1.34,1.45,2.37,2.63,3.5,25.07,Acc@1 final output   31.25 ( 38.58)
21,3.211337601078167,2.5690700808625335,4.4600741239892185,3.7767435983827493,7.289209905660377,7.177602762803234,43.186699797843666,1.7,1.78,1.92,1.66,2.74,2.5,25.98,Acc@1 final output   31.25 ( 38.58)
22,3.4324460916442048,2.5311657681940702,4.586421832884097,3.6303908355795147,7.3492250673854445,6.802771226415095,43.711042789757414,1.35,1.03,0.64,1.02,1.3,1.45,25.45,Acc@1 final output   31.25 ( 38.58)
23,3.1176297169811322,2.2974225067385445,4.411640835579515,3.430340296495957,7.433456873315364,6.9586000673854445,43.440448113207545,1.75,1.32,2.36,2.06,3.69,3.49,26.2,Acc@1 final output   31.25 ( 38.58)
24,3.196597035040431,2.3753369272237195,4.257917789757412,3.340844002695418,6.7143278301886795,6.351078167115903,43.297254043126685,1.88,1.91,2.37,1.79,3.78,3.81,25.59,Acc@1 final output   31.25 ( 38.58)
25,3.2671411725067387,2.251095013477089,4.22843665768194,3.353478773584906,6.930171832884097,6.81224730458221,43.2540852425876,1.39,0.87,1.4,1.24,3.12,1.95,24.9,Acc@1 final output   31.25 ( 38.58)
26,3.232395552560647,2.419558625336927,4.628537735849057,3.627232142857143,7.510318396226415,7.356595350404312,43.4425539083558,1.42,1.53,1.28,1.37,2.04,1.82,25.97,Acc@1 final output   31.25 ( 38.58)
27,3.416652628032345,2.455357142857143,4.428487196765499,3.4556098382749325,7.541905323450135,6.959652964959568,43.52573281671159,1.64,0.88,1.31,0.89,2.11,1.91,25.18,Acc@1 final output   31.25 ( 38.58)
28,3.216602088948787,2.3153217654986524,4.422169811320755,3.7030407681940702,7.434509770889488,7.178655660377358,43.12879043126684,2.07,1.36,1.85,1.63,3.54,3.95,26.74,Acc@1 final output   31.25 ( 38.58)
29,3.309257075471698,2.71331704851752,4.517983490566038,3.7630559299191373,7.513477088948787,7.293421495956873,43.53520889487871,1.31,0.81,0.78,0.89,2.08,2.43,24.5,Acc@1 final output   31.25 ( 38.58)
30,3.2629295822102424,2.1973972371967654,4.349519878706199,3.4598214285714284,7.526111859838275,6.988081199460916,43.168800539083556,1.98,2.12,2.67,2.61,3.77,4.28,26.09,Acc@1 final output   31.25 ( 38.58)
31,3.198702830188679,2.272152964959569,4.4621799191374665,3.619861859838275,7.17128537735849,6.83330525606469,43.22460411051213,1.74,1.13,1.22,1.67,2.45,3.21,24.75,Acc@1 final output   31.25 ( 38.58)
32,3.355584568733154,2.2942638140161726,4.594845013477089,3.614597371967655,7.331325808625337,7.156544811320755,42.846613881401616,2.2,2.0,2.58,2.91,4.32,4.42,26.02,Acc@1 final output   31.25 ( 38.58)
33,3.3661135444743935,2.52590128032345,4.412693733153639,3.444027964959569,7.3165852425876015,6.5353352425876015,43.56679582210243,1.64,0.92,2.26,0.62,3.14,3.21,25.98,Acc@1 final output   31.25 ( 38.58)
34,3.2650353773584904,2.4922085579514826,4.653807277628032,3.5819575471698113,7.681940700808625,7.716686320754717,43.61733490566038,1.74,1.5,1.63,1.54,3.37,3.36,25.23,Acc@1 final output   31.25 ( 38.58)
35,3.2429245283018866,2.254253706199461,4.445333557951482,3.320838948787062,7.242882412398922,6.6848466981132075,43.595224056603776,1.32,0.73,0.86,1.06,1.78,2.65,26.04,Acc@1 final output   31.25 ( 38.58)
36,3.2408187331536387,2.242671832884097,4.485343665768194,3.9473130053908356,7.988333894878706,7.716686320754717,43.56679582210243,1.68,1.5,1.53,1.78,1.99,2.56,24.66,Acc@1 final output   31.25 ( 38.58)
37,3.222919474393531,2.237407345013477,4.454809636118599,3.1913325471698113,7.269204851752021,6.768025606469003,43.233027291105124,1.64,1.68,1.81,1.83,3.67,4.38,26.73,Acc@1 final output   31.25 ( 38.58)
38,3.4019120619946093,2.5953925202156336,4.918084568733153,4.2810815363881405,8.13679245283019,7.992545485175202,43.37727425876011,1.56,1.46,1.15,1.94,3.24,3.4,25.8,Acc@1 final output   31.25 ( 38.58)
39,3.2903049191374665,2.2847877358490565,4.331620619946092,3.3471613881401616,7.144962938005391,6.599561994609164,43.27093160377358,1.59,0.93,1.27,0.66,1.65,1.69,25.75,Acc@1 final output   31.25 ( 38.58)
40,3.302939690026954,2.0668379380053907,4.263182277628032,2.9059973045822103,6.8943733153638815,6.315279649595688,43.204599056603776,1.75,1.45,1.57,1.32,2.76,2.1,24.57,Acc@1 final output   31.25 ( 38.58)
41,3.325050539083558,2.4753621967654986,4.738039083557951,3.7419979784366575,7.531376347708895,7.056519541778976,43.39622641509434,1.46,1.5,1.45,1.43,2.95,2.78,23.45,Acc@1 final output   31.25 ( 38.58)
42,3.2387129380053907,2.4616745283018866,4.475867587601078,3.7641088274932613,7.100741239892184,6.845940026954178,43.29620114555256,1.75,1.58,1.52,1.63,2.67,2.62,26.08,Acc@1 final output   31.25 ( 38.58)
43,3.2397658355795147,2.4574629380053907,4.336885107816712,3.480879380053908,7.35343665768194,6.703798854447439,43.07088106469003,2.07,2.62,2.75,2.77,3.53,4.55,25.9,Acc@1 final output   31.25 ( 38.58)
44,3.221866576819407,2.542747641509434,4.562205188679245,3.6503958894878705,7.219718665768194,6.990186994609164,43.34884602425876,1.56,1.44,2.58,1.63,3.87,3.91,25.3,Acc@1 final output   31.25 ( 38.58)
45,3.2702998652291106,2.3942890835579513,4.3726836253369274,3.5419474393530996,7.069154312668464,6.733279986522911,43.08246293800539,1.14,1.13,0.87,1.06,1.24,1.44,26.11,Acc@1 final output   31.25 ( 38.58)
46,3.2713527628032346,2.3679666442048517,4.648542789757412,3.529312668463612,7.101794137466308,6.3258086253369274,43.182488207547166,2.06,1.99,2.51,2.14,3.42,3.96,25.06,Acc@1 final output   31.25 ( 38.58)
47,3.482985175202156,2.7080525606469004,4.897026617250674,3.994693396226415,7.7861775606469,7.326061320754717,43.51625673854448,1.56,1.64,2.5,2.06,4.18,4.75,24.34,Acc@1 final output   31.25 ( 38.58)
48,3.2702998652291106,2.3700724393530996,4.7601499326145555,3.300833894878706,8.023079514824797,7.237617924528302,43.10773247978437,2.08,1.96,2.87,2.65,4.62,4.89,24.4,Acc@1 final output   31.25 ( 38.58)
49,3.410335242587601,2.347961590296496,4.381106805929919,3.3619019541778976,7.367124326145553,6.711169137466308,43.53731469002695,1.49,0.61,1.19,0.53,1.87,1.07,25.28,Acc@1 final output   31.25 ( 38.58)
