Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,48.9786376953125,46.08,47.9697265625,43.69
0,11102721120.0,5.354126930236816,91.16,4.694581985473633,85.17
10,122129932320.0,1.433700442314148,96.94,2.140130043029785,90.2
20,233157143520.0,1.4445310831069946,97.74,2.62589693069458,90.77
30,344184354720.0,1.148547649383545,98.56,2.429231643676758,91.03
40,455211565920.0,1.7256524562835693,98.4,3.0017924308776855,91.29
50,566238777120.0,1.1065019369125366,98.8,3.207395315170288,91.57
60,677265988320.0,0.8747819066047668,99.08,2.641735076904297,91.64
70,788293199520.0,0.7692551016807556,99.4,2.396280288696289,91.57
80,899320410720.0,0.6891453862190247,99.38,2.4722089767456055,91.77
90,1010347621920.0,0.8313454389572144,99.54,2.645815849304199,91.84
100,1121374833120.0,0.8729573488235474,99.62,3.184256076812744,91.84
110,1232402044320.0,0.5939574837684631,99.64,3.307669162750244,91.84
120,1343429255520.0,0.6879093647003174,99.56,3.233815908432007,92.1
130,1454456466720.0,0.6300656795501709,99.7,3.084388017654419,91.98
140,1565483677920.0,0.5601930022239685,99.72,2.5798518657684326,91.97
150,1676510889120.0,0.7722347974777222,99.48,3.505060911178589,91.82
160,1787538100320.0,0.5984639525413513,99.74,2.919550657272339,92.04
170,1898565311520.0,0.424228698015213,99.82,2.850306749343872,92.04
180,2009592522720.0,0.6245212554931641,99.72,3.2404448986053467,92.11
190,2120619733920.0,0.45896607637405396,99.84,3.0674588680267334,92.14
200,2220544224000.0,0.4601702392101288,99.88,3.243886709213257,92.09
