Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,99759520.0,0.4869382977485657,1.402329871780239e-06,69.06,0.4807327091693878,1.7883301097754156e-06,70.39
0,3092545120.0,0.44990813732147217,1.2511569593698368e-06,73.74,0.43816518783569336,1.6604136590103735e-06,75.33
10,33020401120.0,0.23789545893669128,8.228435035562143e-07,89.88,0.24830107390880585,1.1574363725230796e-06,86.98
20,62948257120.0,0.23096559941768646,8.655242140775954e-07,89.62,0.24364548921585083,1.1530025858519366e-06,87.07
30,92876113120.0,0.22498220205307007,1.097924837267783e-06,89.36,0.23448708653450012,1.206831598210556e-06,87.13
40,122803969120.0,0.1925274133682251,1.105893602471042e-06,89.66,0.21246884763240814,1.707878027445986e-06,86.97
50,152731825120.0,0.17822641134262085,1.9246626834501512e-06,89.08,0.20176726579666138,2.397431671852246e-06,87.14
60,182659681120.0,0.16731522977352142,2.2768049348087516e-06,89.42,0.19790564477443695,2.532198777771555e-06,87.16
70,212587537120.0,0.16373835504055023,2.0298889467085246e-06,89.36,0.19307482242584229,2.785078777378658e-06,87.19
80,242515393120.0,0.1431523710489273,2.522644308555755e-06,89.92,0.17682044208049774,3.831821231869981e-06,87.34
90,272443249120.0,0.12728652358055115,4.084092324774247e-06,90.02,0.16574953496456146,5.158212843525689e-06,87.66
