Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,105573760.0,0.5660796761512756,1.2695096529569128e-06,65.8,0.5388515591621399,1.2080354281351902e-06,67.29
0,3272786560.0,0.4947773814201355,9.495266226622334e-07,72.0,0.47011786699295044,1.1139967455164879e-06,72.72
10,34944914560.0,0.23769229650497437,6.817324447183637e-07,92.5,0.25244274735450745,9.732151511343545e-07,88.36
20,66617042560.0,0.23263010382652283,6.799735388085537e-07,92.4,0.24494270980358124,9.983856443795958e-07,88.45
30,98289170560.0,0.21979157626628876,1.0020455647463677e-06,92.04,0.23554866015911102,1.0485038046681439e-06,88.7
40,129961298560.0,0.18841680884361267,1.4320987702376442e-06,92.5,0.20170441269874573,1.4679724245070247e-06,88.87
50,161633426560.0,0.16415901482105255,1.6402458413722343e-06,92.66,0.18284843862056732,2.0480697457969654e-06,88.8
60,193305554560.0,0.15811748802661896,2.021435648202896e-06,92.98,0.18110965192317963,2.201872121077031e-06,88.81
70,224977682560.0,0.15315982699394226,1.7662997606748831e-06,92.28,0.17306487262248993,2.485294089638046e-06,88.79
80,256649810560.0,0.1334708333015442,2.718222958719707e-06,92.96,0.15269409120082855,3.4029615108011058e-06,88.65
90,288321938560.0,0.1214418038725853,4.012595127278473e-06,93.26,0.1398051232099533,4.440936663741013e-06,89.03
