Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Final test accuracy
0,19.573333330959745,30.724444440375436,49.128888887532554,56.588888886176214,87.3488888780382,85.186666663954,34.76444444173177,11.453333333333333,11.491111111111111,10.402222222222223,10.54,10.0,55.18444443495009,86.29111110297309,94.69333333062066,96.55555555284288,25.75,38.84,59.79,69.95,85.61,87.16,65.46,10.48,10.51,10.03,10.11,10.48,86.15,87.12,87.49,87.98,88.13
1,26.94888888821072,42.439999998643664,60.10666666124132,70.34222221815321,92.72444443495009,95.57999999864366,75.45333333333333,29.988888887532553,27.217777775743272,23.939999995252823,22.339999994574654,26.5177777730306,94.64222222086589,96.94222221544054,97.2288888821072,97.54444443766276,29.9,41.03,60.14,68.58,85.95,86.64,76.43,38.86,26.79,33.69,34.97,47.13,87.01,87.37,87.43,87.94,88.13
2,30.019999997965495,44.295555552842885,60.72444444308811,70.87999999593099,92.75777776963976,95.4822222140842,84.9044444390191,48.36222222086589,52.95111111111111,45.94444444308811,48.1022222140842,65.46666666124132,95.72888888075087,97.19111111111111,97.33555555555556,97.69555555555556,29.37,40.0,61.21,70.08,85.86,86.2,80.76,40.94,61.6,50.97,57.1,73.15,86.92,87.32,87.55,88.03,88.13
3,31.246666664632162,44.39111111111111,61.24888888753255,71.19777776692709,92.71777776828343,95.06444443630642,88.20444444444445,45.98666666124132,69.24,55.80666665988498,60.522222215440536,85.8311111029731,96.05999999864366,97.27333332655165,97.3488888821072,97.75333333333333,29.77,38.73,61.3,70.45,85.71,85.97,75.22,35.94,64.81,50.66,53.4,85.7,86.46,87.28,87.51,87.97,88.13
4,31.29555555284288,43.977777776760526,61.29333333333334,71.30222222086589,92.42444443495009,94.4644444390191,85.5444444390191,47.21999999660916,74.48444443630642,64.06222221815321,66.33999999186197,91.51999999728733,95.63555555284289,97.15111110297309,97.28888888075087,97.63777776963975,32.04,41.48,61.14,70.2,85.62,86.0,79.12,37.41,67.79,56.27,67.53,85.54,87.1,87.31,87.5,88.01,88.13
5,32.146666663953994,44.32888888414171,61.071111105007596,71.0977777750651,92.54444444308811,94.47999999728732,85.76666666531032,44.01111110907661,71.78444444037544,62.73111110975477,69.17111110161676,89.99555554877386,95.66666666666667,97.10666666666667,97.3,97.63555555555556,31.0,39.83,60.99,70.57,85.55,85.73,79.72,44.88,72.57,67.95,71.99,85.79,87.01,87.19,87.46,88.15,88.13
6,32.40222222018772,44.11555555013021,61.16666666531033,71.45777777370877,92.35555555148655,94.42666665852865,86.94222222222223,48.728888885498044,73.57999999457465,66.44444444173178,71.23555554470487,90.17111110839843,95.73111110297309,97.2022222140842,97.35555554741754,97.77999999321831,31.21,40.67,61.24,70.61,85.58,85.6,79.98,40.75,66.7,63.53,68.99,84.43,86.94,87.42,87.38,88.04,88.13
7,32.571111110432945,44.03111110568577,61.2711111070421,71.91555554741754,92.29777776828342,94.11999999728732,85.64888888888889,45.822222217475044,70.01999999457465,64.14666666124133,68.14888888075087,87.65333333062065,95.89777777506511,97.21111110975477,97.27999999864366,97.633333331977,31.05,39.43,60.53,68.72,85.49,85.58,77.65,52.24,66.31,60.51,65.74,75.9,86.21,87.2,87.36,87.94,88.13
8,32.63333332994249,44.22666666327582,61.30444444308811,71.5844444390191,92.1999999891493,94.23333332383898,88.06888887939454,53.222222218831384,72.35555554877388,67.08666666259765,71.79111110432943,87.38444443359376,96.11999999864366,97.25333332655165,97.40666665988498,97.77777777642144,31.76,41.03,60.99,69.07,85.56,85.71,73.91,39.86,61.13,56.34,60.45,76.23,85.61,87.19,87.43,88.02,88.13
9,32.70222221883138,44.14222221883138,61.171111109754776,71.34444444173177,92.33333332248264,94.3355555460612,84.90444443630642,47.73777777235243,70.27555554877387,65.30222221950955,69.5911111050076,87.846666663954,95.82444443630642,97.13111110839844,97.28666665852865,97.60666665852865,31.25,39.66,61.42,70.05,85.52,85.33,78.5,42.7,60.78,55.24,58.64,77.39,86.74,87.44,87.45,88.06,88.13
