Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,7638800320.0,9.400882720947266,89.66,11.690048217773438,62.99
0,30555201280.0,2.0888633728027344,98.18,4.200719356536865,69.91
10,259719210880.0,0.6031002998352051,99.24,3.151517152786255,71.22
20,488883220480.0,0.45674777030944824,99.54,3.004707098007202,71.52
30,718047230080.0,0.3683808147907257,99.6,2.797376871109009,71.56
40,947211239680.0,0.32228025794029236,99.7,2.8964309692382812,71.65
50,1176375249280.0,0.3022229075431824,99.76,2.8671979904174805,71.69
60,1405539258880.0,0.28325873613357544,99.8,2.939486503601074,71.72
70,1634703268480.0,0.284795343875885,99.9,2.9260966777801514,71.7
80,1863867278080.0,0.24378791451454163,99.84,2.9568841457366943,71.77
90,2093031287680.0,0.248944953083992,99.94,3.0167458057403564,71.88
100,2322195297280.0,0.21279606223106384,99.86,3.0059235095977783,71.89
110,2551359306880.0,0.21650800108909607,99.92,3.0241215229034424,71.88
120,2780523316480.0,0.2521721422672272,99.92,3.042661190032959,71.92
130,3009687326080.0,0.2058483511209488,99.92,3.0677289962768555,71.89
140,3238851335680.0,0.21856838464736938,99.92,3.1333117485046387,71.85
150,3468015345280.0,0.1667516529560089,99.92,3.117007255554199,71.88
160,3697179354880.0,0.15854890644550323,99.92,3.1159722805023193,71.91
170,3926343364480.0,0.19955416023731232,99.9,3.1342947483062744,71.96
180,4155507374080.0,0.1541912704706192,99.92,3.1206746101379395,71.9
190,4384671383680.0,0.1689712256193161,99.96,3.227079153060913,72.02
200,4590918992320.0,0.19338557124137878,99.86,3.1782469749450684,72.02
