Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,125217616.0,0.4896492063999176,2.792334043988376e-07,60.5,0.48244017362594604,2.811578951877891e-07,60.41
0,3881746096.0,0.47553688287734985,2.723870125009853e-07,63.58,0.4699419140815735,2.945931214526354e-07,62.4
10,41447030896.0,0.33643442392349243,4.131641162530286e-07,90.16,0.3357478976249695,4.1494465108371514e-07,87.16
20,79012315696.0,0.31863483786582947,3.7913886785645445e-07,92.16,0.31751900911331177,4.250937593042181e-07,88.5
30,116577600496.0,0.2873609960079193,3.9373156823785393e-07,93.72,0.29043683409690857,4.3363499457882426e-07,89.87
40,154142885296.0,0.23034191131591797,4.568712199670699e-07,94.38,0.2334185391664505,5.531680926651461e-07,90.28
50,191708170096.0,0.21330039203166962,1.1938569741687388e-06,93.56,0.22378627955913544,1.084351424651686e-06,89.65
60,229273454896.0,0.21019293367862701,1.3134025493855006e-06,93.76,0.22250886261463165,1.2214053413117654e-06,89.55
70,266838739696.0,0.20697052776813507,1.2491005918491283e-06,93.1,0.21971648931503296,1.541603069199482e-06,89.48
80,304404024496.0,0.1863725781440735,3.3069075016101124e-06,92.48,0.19856613874435425,3.149039685013122e-06,89.06
90,341969309296.0,0.15728017687797546,4.968236225977307e-06,92.96,0.18199312686920166,5.145816430740524e-06,88.99
