Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,145902112.0,0.7208758592605591,2.343873575227917e-06,84.72,0.6847671866416931,2.4834164378262358e-06,82.92
0,4522965472.0,0.35007959604263306,2.081814500343171e-06,93.76,0.3535861074924469,1.8782264987748931e-06,89.81
10,48293599072.0,0.14399948716163635,1.903623001453525e-06,96.08,0.17176726460456848,1.6883104763110168e-06,91.86
20,92064232672.0,0.13424336910247803,2.6631998935044976e-06,96.52,0.16517925262451172,1.7251007875529467e-06,91.87
30,135834866272.0,0.1197037473320961,2.2302483557723463e-06,96.0,0.15651996433734894,1.8825576262315735e-06,91.95
40,179605499872.0,0.09956686943769455,4.059282218804583e-06,96.82,0.1431407481431961,2.5642800665082177e-06,91.93
50,223376133472.0,0.0827067494392395,5.204533863434335e-06,96.86,0.13525938987731934,3.6570904740074184e-06,92.04
60,267146767072.0,0.08054259419441223,5.431359568319749e-06,96.56,0.127736434340477,3.998859028797597e-06,92.14
70,310917400672.0,0.07427550852298737,5.146837793290615e-06,96.78,0.11885940283536911,4.492768766795052e-06,92.2
80,354688034272.0,0.06423202157020569,5.0701505642791744e-06,97.0,0.1184878796339035,5.475345005834242e-06,92.39
90,398458667872.0,0.06626550108194351,6.599073003599187e-06,97.26,0.11555387079715729,6.6473362494434696e-06,92.44
