Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,152885392.0,0.39772117137908936,1.6436634950878215e-06,89.08,0.362316370010376,1.9111860183329554e-06,86.86
0,4739447152.0,0.34799620509147644,1.627179358365538e-06,91.34,0.3166498839855194,1.8197454210167052e-06,88.09
10,50605064752.0,0.18490318953990936,1.4133721606413019e-06,94.86,0.2058001011610031,1.4152250287224888e-06,90.35
20,96470682352.0,0.17783838510513306,1.2301903780098655e-06,94.94,0.20215578377246857,1.4611105143558234e-06,90.31
30,142336299952.0,0.16727784276008606,1.714633867777593e-06,94.88,0.19199243187904358,1.6118643770823837e-06,90.34
40,188201917552.0,0.13462932407855988,3.045505991394748e-06,94.64,0.16570597887039185,2.355385049668257e-06,90.47
50,234067535152.0,0.11337575316429138,3.86879719371791e-06,95.24,0.15908017754554749,3.139708951493958e-06,90.59
60,279933152752.0,0.10898564010858536,3.1007296001916984e-06,95.06,0.15136170387268066,3.3543765312060714e-06,90.61
70,325798770352.0,0.10525244474411011,4.127901775063947e-06,95.24,0.14492930471897125,3.6502719922282267e-06,90.69
80,371664387952.0,0.09417688846588135,5.791225703433156e-06,95.38,0.134391188621521,4.9584059524931945e-06,90.75
90,417530005552.0,0.086807981133461,6.234121428860817e-06,95.54,0.13213865458965302,5.827768745803041e-06,90.91
