Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131736016.0,0.5856894850730896,2.4714762503208476e-07,32.38,0.5583146214485168,2.610986200579646e-07,33.11
0,4083816496.0,0.5773524045944214,1.818617931803601e-07,32.88,0.5513234734535217,2.612762273201952e-07,33.76
10,43604621296.0,0.46216094493865967,2.4925699904088106e-07,55.46,0.4422193169593811,3.258878678025212e-07,56.08
20,83125426096.0,0.44382280111312866,2.742416427281569e-07,61.1,0.42340007424354553,3.4641678325897374e-07,61.26
30,122646230896.0,0.410176545381546,2.568381773926376e-07,69.76,0.39155855774879456,3.804209143254411e-07,69.54
40,162167035696.0,0.31029582023620605,4.6216774762797286e-07,85.62,0.3025175631046295,7.154741297199507e-07,83.46
50,201687840496.0,0.2860819399356842,1.7974829233935452e-06,87.82,0.2934098243713379,1.996787432290148e-06,84.69
60,241208645296.0,0.28262484073638916,1.8554718508312362e-06,87.74,0.2941589653491974,2.431430630167597e-06,84.66
70,280729450096.0,0.2787417471408844,2.628937409099308e-06,87.9,0.29475292563438416,3.451460315773147e-06,84.21
80,320250254896.0,0.2577027380466461,6.741786819475237e-06,86.44,0.28614968061447144,1.0441192898724694e-05,83.53
90,359771059696.0,0.21427731215953827,1.736408557917457e-05,86.5,0.2525321841239929,2.0751193005708046e-05,83.89
