Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,21.795108795166016,3.92,21.99730682373047,4.33
0,10040578560.0,1.2880842685699463,20.74,1.387446403503418,20.93
10,110446364160.0,1.77597177028656,38.9,2.0162317752838135,37.12
20,210852149760.0,2.067331552505493,44.28,2.4480197429656982,42.03
30,311257935360.0,2.6436145305633545,48.7,3.2734997272491455,44.81
40,411663720960.0,2.5806329250335693,53.4,3.2930891513824463,47.88
50,512069506560.0,2.5353686809539795,54.84,3.092076063156128,50.12
60,612475292160.0,2.7660744190216064,58.26,3.343043804168701,51.77
70,712881077760.0,2.0585081577301025,61.0,2.495469570159912,54.19
80,813286863360.0,2.458333969116211,62.0,3.3711442947387695,53.91
90,913692648960.0,2.7019731998443604,63.66,3.218418836593628,54.95
100,1014098434560.0,1.8400212526321411,66.88,2.5625879764556885,56.23
101,1014098434560.0,1.8394471406936646,66.5,2.5625879764556885,56.23
