Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Final test accuracy
10,2.487394604153728,3.5221423383002484,7.222181286078646,9.903262139561315,14.936999336754814,19.36020379153855,45.00678954495233,2.59,4.46,8.24,10.23,15.43,19.56,38.67,41.01
11,2.4968683880481404,3.7958294297834714,7.427446604681024,9.899051568943806,14.58962725921423,19.058095348352012,45.063632249001444,2.49,4.37,8.58,11.6,16.11,20.3,38.45,41.01
12,2.596869440730955,3.750565795409348,7.283234560343716,10.016947546796205,14.838050926831784,18.902304234761342,45.17205444257796,2.6,4.29,7.19,10.52,15.1,20.25,38.64,41.01
13,2.476868177559764,3.800040000380902,7.388498826243202,9.81694544147073,14.793839935056825,19.426520279040368,44.96994705231516,2.63,3.9,8.03,12.0,16.24,19.58,38.75,41.01
14,2.523184454573206,3.8084611416962284,7.405341108813622,10.21273908142386,14.813840145605434,18.8759881682162,45.213107506153875,2.15,3.54,7.86,9.69,14.33,18.57,37.97,41.01
15,2.4705523216033853,3.74635522479184,7.371656543733015,10.058000610512664,14.705417951747835,19.001252644724527,45.271002852521065,2.57,4.43,8.93,10.9,16.02,18.82,38.33,41.01
16,2.51686859859675,3.661091169360653,7.33481405065414,10.151685807178868,14.865419635915858,18.832829819160867,45.20784429237503,2.34,3.97,6.77,10.71,15.2,19.9,38.62,41.01
17,2.5042368867040707,3.8031979283992463,7.208496931546648,9.980105053697253,14.603311613766307,19.153885830337007,44.975210265130286,2.38,4.24,6.59,9.56,13.9,17.76,38.2,41.01
18,2.473710249561497,3.7410920114747803,7.359024831820258,9.822208654807868,14.8169980736037,18.828619248583514,45.251002642374004,2.5,4.18,7.83,11.58,15.17,20.79,38.65,41.01
19,2.462131180328214,3.628459246919364,7.323234981420857,10.110632743462409,14.84857735340567,19.373888146090625,45.26047642586687,2.74,4.99,8.16,10.66,15.4,19.33,38.54,41.01
20,2.551605806376909,3.820040210949589,7.406393751513174,10.099053674209047,14.868577563894048,19.232834029751583,45.051000536687134,2.6,3.99,7.79,10.08,14.33,17.55,38.32,41.01
21,2.453710039032965,3.7158285876091113,7.210602216805208,10.019052832054765,14.613838040300038,18.685459846805216,45.296266276728055,2.41,4.43,8.92,11.22,15.84,19.27,38.16,41.01
22,2.4810787481571945,3.816882282951322,7.680080842936164,10.49168938616391,15.129632943444436,19.225465531155887,45.277318708457365,2.5,4.63,9.21,10.66,16.54,19.39,38.1,41.01
23,2.44634154041719,3.767408077959691,7.333761407994744,10.34537205650781,15.223318140150795,19.400204212635767,45.145738375952504,2.77,4.26,9.52,10.93,15.59,18.84,38.54,41.01
24,2.5400267371235485,3.7747765765754657,7.063232244509788,9.575890272468952,14.536995126224332,18.62545921529993,45.2057390075381,2.76,4.61,8.96,12.27,17.25,21.36,38.81,41.01
25,2.561079590311477,3.8442509921157066,7.4053411088337,9.912735923536037,14.57278497664381,18.89493573610541,44.98363140680701,2.53,3.78,7.9,10.47,15.36,18.94,39.04,41.01
26,2.4989736734070886,3.6389856735334054,7.376919757009919,10.032737186667074,14.782260865803464,19.145464689001603,45.11836966676804,2.5,4.24,8.85,10.07,14.95,18.3,38.73,41.01
27,2.4916051747913137,4.006357961642677,7.474815524353863,10.005368477542843,14.735944588790021,19.21914967517943,45.220476004809804,2.69,3.68,7.52,9.37,15.7,18.77,38.43,41.01
28,2.5084474573416564,3.680038737229788,7.246392067224686,9.60010105363507,14.619101253637174,18.604406362091922,45.41942546739557,2.85,4.21,7.55,9.24,14.69,18.36,38.12,41.01
29,2.5400267371235485,3.598985252476342,7.403235823534985,9.874840787797766,14.934894051436022,19.349677364944586,45.2794239940974,2.74,4.6,8.45,11.49,16.32,19.94,39.13,41.01
30,2.4705523216033853,3.6895125211844335,7.311655912147419,9.89799892628441,15.002263181677547,19.18230718214071,45.18152822597043,2.31,3.82,7.87,11.0,16.49,19.53,38.26,41.01
31,2.464236465647007,3.6916178064831486,7.277971347006578,10.360109053719281,14.982262971128938,19.263360666894155,45.19942315206358,2.77,4.65,9.28,10.45,15.48,19.51,38.88,41.01
32,2.536868809125282,3.6495121001273696,7.347445762566897,9.751681596568076,14.719102306239678,19.07388498814257,45.15205423198919,2.55,4.24,8.41,10.32,16.36,19.23,38.38,41.01
33,2.5305529531889808,3.768460720619087,7.401130538155959,10.120106527396976,14.842261497429215,18.953883725011533,45.22047600484996,2.34,4.35,9.17,11.26,16.63,19.83,37.98,41.01
34,2.551605806376909,3.721091800966326,7.452710028506538,10.265371214413758,15.06436909854178,19.270729165469778,45.507847451266734,2.8,4.1,7.38,10.65,15.46,19.87,38.13,41.01
35,2.51897388393562,3.951620543354063,7.286392488341982,10.318003347403657,14.873840777251262,19.29915051727348,45.33521405476432,2.45,3.69,7.48,9.74,14.77,18.75,38.53,41.01
36,2.5473952357393235,3.6274066042800452,7.259023779177598,9.510626427566297,14.418046505672383,18.822303392566905,44.93099927343563,2.57,4.05,8.68,10.56,15.45,18.53,38.59,41.01
37,2.5400267371034713,3.723197086265041,7.447446815189479,9.991684122910458,14.75173422866089,19.072832345463095,45.26995021024314,2.74,4.29,8.97,11.84,17.25,20.88,38.84,41.01
38,2.5073948146621823,3.615827534986529,7.291655701618887,10.013789618818015,14.687523026497942,19.091779913392465,45.26468699694616,2.63,4.97,7.83,10.23,15.12,18.45,38.75,41.01
39,2.4431836124390007,3.635827745535139,7.270602848390804,10.001157906865103,14.79910314839396,19.03072663914747,44.992052547760935,2.64,3.34,7.42,10.3,16.24,19.55,38.48,41.01
40,2.5421320224423414,3.7916188591458857,7.341129906630596,9.969578627103289,14.920157054244626,18.993884146088675,45.15837008834712,2.54,3.9,9.01,11.16,16.15,19.03,38.63,41.01
41,2.51897388393562,3.664249097338842,7.304287413491489,9.870630217099947,14.701207381070095,19.00020000198482,45.31626648629286,2.47,4.66,8.73,10.29,15.68,19.56,38.27,41.01
42,2.5105527426403715,3.4316150696122345,7.1653385824712394,9.413783302921903,14.358045874106864,18.988620932791694,45.20889693561668,2.76,3.89,9.02,11.39,16.38,20.0,38.66,41.01
43,2.523184454573206,3.715828587669344,7.425341319322077,10.081158748979231,14.895946273038355,19.048621564337132,45.13100137823909,2.41,4.86,9.15,10.38,15.49,18.98,38.43,41.01
44,2.4937104601101066,3.816882282951322,7.409551679451208,9.896946283584859,14.684365098499676,18.88440930949137,44.99415783348128,2.34,4.06,8.65,11.79,16.32,20.17,38.52,41.01
45,2.491605174771236,3.6042484657331686,7.49481573484224,9.942209917958982,14.635943536147362,18.93809408510051,45.243634143236214,2.67,4.55,8.59,9.99,15.33,19.15,38.46,41.01
46,2.561079590291399,3.6642490973187645,7.508500089434471,9.937999347301318,14.981210328469542,19.06967441752506,45.103632669094786,2.46,3.5,8.11,10.2,16.22,20.29,38.42,41.01
47,2.521079169254413,3.8779355572163916,7.405341108793545,9.99905262154631,15.088579879667742,19.31915072780201,45.08784302964555,2.47,3.51,7.97,10.11,16.03,19.78,38.39,41.01
48,2.4252886872493393,3.710565374352284,7.312708554806815,9.933788776723965,14.580153475279662,19.15283318767761,45.133106664140136,2.58,4.59,9.03,12.2,16.16,19.75,38.32,41.01
49,2.498973673366933,3.7231970862449635,7.526395014624132,10.408530616071593,15.277002915719779,19.291782018637626,45.20889693543598,2.56,4.52,8.45,11.37,15.72,18.82,38.38,41.01
