Pruning rate,Stochastic Performance,Stochastic Performance calculated,Sigma,Gradient Flow On Val post,Difference with deterministic,F2
0.8330644828142705,36.26,35.08,0.00014514530944480637,26.084762573242188,0.11999999999999744,0.8330644828142705
0.8842639354542601,7.84,7.08,0.0025673200869322558,21.37508201599121,0.3600000000000003,0.8842639354542601
0.41397041385379885,98.88,98.76,0.0005627137508146491,2.0850865840911865,-0.03999999999999204,0.41397041385379885
0.9873132680432206,1.0,1.14,0.00011401102493694932,58.751033782958984,0.0,0.9873132680432206
0.5236947365903672,98.08,97.54,0.001604496889479184,3.4805479049682617,-0.4099999999999966,0.5236947365903672
0.8186006456135562,45.3,43.4,0.0003343812398109229,26.066116333007812,-0.23999999999999488,0.8186006456135562
0.9568146549497489,1.9,2.12,0.004426808483069829,38.027099609375,-0.21999999999999975,0.9568146549497489
0.985832862417344,1.12,0.98,0.00013413046124555604,79.68284606933594,0.0,0.985832862417344
0.6050605259860319,95.88,96.0,0.00015194351351149847,5.629726409912109,-0.07000000000000739,0.6050605259860319
0.7932845642233062,56.88,58.48,0.0011674870972659937,24.457923889160156,0.07000000000000028,0.7932845642233062
0.7654937812024009,67.34,67.92,0.0023653148256178864,21.90912437438965,-0.269999999999996,0.7654937812024009
0.43305823303593927,98.74,98.5,0.0001530730371657757,2.5748610496520996,-0.060000000000002274,0.43305823303593927
0.8015318137247367,55.42,54.24,0.0007231145533155875,25.165002822875977,0.14000000000000057,0.8015318137247367
0.9413341136555357,1.96,2.32,0.00036699209302882023,29.169700622558594,0.20999999999999996,0.9413341136555357
0.7376788734396607,81.3,81.48,0.00015194351351149847,15.896034240722656,-0.04999999999999716,0.7376788734396607
0.2800289975326241,99.06,99.0,0.0003024276549085685,1.9014554023742676,-0.01999999999999602,0.2800289975326241
0.710913932895984,85.04,84.58,0.0021698787334968207,12.57898235321045,-1.5200000000000102,0.710913932895984
0.574042114551225,96.68,96.98,0.0012524517933060369,4.739581108093262,-0.20999999999999375,0.574042114551225
0.9059097500711648,2.44,2.12,0.007020100346324995,19.812227249145508,-1.21,0.9059097500711648
0.9299188042723691,2.12,2.38,0.0020321923709770325,22.201702117919922,-0.3700000000000001,0.9299188042723691
0.8597585957210527,19.28,18.76,0.0001147285068640993,23.039026260375977,0.33999999999999986,0.8597585957210527
0.15725904107192734,99.22,98.94,0.0005521255924882323,1.8940846920013428,-0.010000000000005116,0.15725904107192734
0.8649250477129203,16.34,16.96,0.0001141006651251547,22.438316345214844,0.10999999999999943,0.8649250477129203
0.7099191054801043,86.94,88.34,0.00010065237869730873,12.127477645874023,0.12000000000000455,0.7099191054801043
0.6797750878244936,91.88,91.16,0.00011767232248571955,9.728251457214355,-0.05000000000001137,0.6797750878244936
0.6537062716073964,91.94,91.7,0.0023653148256178864,7.906881332397461,-1.1700000000000017,0.6537062716073964
0.536857898849697,97.64,97.56,0.00015194351351149847,3.9821691513061523,-0.04999999999999716,0.536857898849697
0.3410065876033381,98.96,98.8,0.00043063832360599915,2.0444750785827637,0.0,0.3410065876033381
0.645684067931808,93.64,94.0,0.0003024276549085685,7.5257463455200195,0.13000000000000966,0.645684067931808
0.5120562418179142,98.14,98.14,0.0010150381021249077,3.2389025688171387,-0.10999999999999943,0.5120562418179142
0.43305823303593927,98.74,98.58,0.0001229679947160415,2.374584436416626,-0.03999999999999204,0.43305823303593927
0.6481272919169055,93.6,94.36,0.00015581890661737214,7.548972129821777,0.05000000000001137,0.6481272919169055
0.6914540984175593,89.24,89.94,0.0010236295811961711,10.52608871459961,-0.14000000000000057,0.6914540984175593
0.5963803710346935,96.28,96.28,0.00010034721917948194,5.0528764724731445,-0.010000000000005116,0.5963803710346935
0.5793927302378123,96.4,96.68,0.0012644892785651826,4.803262710571289,-0.25,0.5793927302378123
0.7620228006930182,72.34,71.84,0.00011401102493694932,20.526697158813477,-0.10999999999999943,0.7620228006930182
0.23165878529966846,99.08,99.08,0.0003939391444713106,1.816253662109375,-0.04999999999999716,0.23165878529966846
0.6265990389758352,95.6,95.0,0.0003427743589539866,6.608854293823242,0.03999999999999204,0.6265990389758352
0.8332204764238527,35.02,35.92,0.00033944469525054843,26.838991165161133,0.44999999999999574,0.8332204764238527
0.5281970434544102,97.96,97.88,0.0004591853846233664,3.483391761779785,0.14000000000000057,0.5281970434544102
0.840277820894236,31.26,30.92,0.00042628356678321087,25.662975311279297,-0.5,0.840277820894236
0.1839272721613428,99.14,98.96,0.0010282804426276176,1.9143908023834229,-0.14000000000000057,0.1839272721613428
