Pruning rate,Stochastic Performance,Stochastic Performance calculated,Sigma,Gradient Flow On Val post,Difference with deterministic,F2
0.5125677419603168,99.22,99.22,0.0004621208498326105,1.1026614904403687,-0.04000000000000625,0.5125677419603168
0.759263337792379,94.86,94.56,0.00010868015753054583,6.400021553039551,0.0,0.759263337792379
0.9398685434261088,1.22,1.1,0.0009631694625811398,26.173816680908203,0.0,0.9398685434261088
0.7896514342621773,79.44,78.0,0.0003825829536957046,16.743776321411133,0.22999999999999687,0.7896514342621773
0.7666916502600752,93.04,93.12,0.00012396779730333742,7.742376804351807,-0.0799999999999983,0.7666916502600752
0.8566878137210177,6.22,5.26,0.0009712988947160105,33.22230911254883,0.4500000000000002,0.8566878137210177
0.7770987038456432,85.0,84.6,0.002524648842129712,11.213176727294922,-1.8800000000000026,0.7770987038456432
0.7764823314028401,89.14,87.96,0.0002566401405224127,11.072174072265625,-0.00999999999999801,0.7764823314028401
0.7889852337129506,80.0,80.8,0.0007489421263009997,15.8732271194458,1.2000000000000028,0.7889852337129506
0.8284296872261887,27.56,26.42,0.0004621208498326105,31.878965377807617,0.41000000000000014,0.8284296872261887
0.43920210214535066,99.28,99.1,0.0004599154620935623,1.1867345571517944,-0.0799999999999983,0.43920210214535066
0.6502165691819611,98.98,98.7,0.00013252353555470324,1.6208140850067139,-0.01999999999999602,0.6502165691819611
0.7466270059361395,96.32,96.78,0.0003497990668063054,4.0779290199279785,0.009999999999990905,0.7466270059361395
0.7205742106062168,98.3,97.88,0.0010953057968004962,2.6832456588745117,0.1600000000000108,0.7205742106062168
0.6900756191251328,98.54,98.52,0.00012206932628825462,1.7590488195419312,0.01999999999999602,0.6900756191251328
0.3832101308219519,99.32,99.12,0.00042403581807087527,1.2943800687789917,-0.060000000000002274,0.3832101308219519
0.7283449351865836,97.6,97.86,0.0009712988947160105,2.807816982269287,-0.0899999999999892,0.7283449351865836
0.824391406532996,36.16,36.12,0.0013611151065963823,30.7967586517334,3.6999999999999993,0.824391406532996
0.8673242173262073,2.76,2.68,0.0005330934109419817,31.554338455200195,0.020000000000000018,0.8673242173262073
0.9692295095025574,1.2,1.08,0.00683942727486369,16.15997314453125,0.0,0.9692295095025574
0.5551012967278297,99.18,99.12,0.000211190862518556,1.159305214881897,-0.03999999999999204,0.5551012967278297
0.8617678151062138,3.6,3.84,0.000358547320264048,32.56441879272461,0.10000000000000009,0.8617678151062138
0.9840258336238618,1.06,1.02,0.0009712988947160105,9.2280855178833,0.0,0.9840258336238618
0.8669667350974223,3.44,3.12,0.0015535010330012245,31.72334861755371,0.29000000000000004,0.8669667350974223
0.808293055807213,53.64,55.38,0.00016214535044261166,24.351600646972656,-0.04999999999999716,0.808293055807213
0.826961482288541,31.04,32.92,0.0011690166389310317,31.164125442504883,2.2300000000000004,0.826961482288541
0.6628702144590136,98.72,98.76,0.00020882183327972477,1.6316696405410767,0.01999999999999602,0.6628702144590136
0.6109809014371094,99.04,98.96,0.001393451096563825,1.1648517847061157,-0.3100000000000023,0.6109809014371094
0.6588526302074625,98.88,98.76,0.00013252353555470324,1.4723632335662842,0.030000000000001137,0.6588526302074625
