Pruning rate,Stochastic Performance,Stochastic Performance calculated,Sigma,Gradient Flow On Val post,Difference with deterministic,F2
0.9225705595566586,40.38,34.54,0.005930296581397085,11.4664888381958,12.759999999999998,0.9225705595566586
0.9577768393578929,23.34,20.92,0.001031170066888737,12.32764720916748,-3.490000000000002,0.9577768393578929
0.7932882032869938,99.78,99.76,0.001985353119063917,8.366875648498535,2.8200000000000074,0.7932882032869938
0.6683467315152655,100.0,100.0,0.00208654913558247,2.532369613647461,-0.060000000000002274,0.6683467315152655
0.9273863140909101,23.38,24.18,0.00026026724483293995,11.287604331970215,-0.22000000000000242,0.9273863140909101
0.9709332843429512,14.14,10.54,0.0062463896303482595,14.628908157348633,-15.059999999999999,0.9709332843429512
0.6683467315152655,100.0,99.98,0.0006112989535996043,2.575857639312744,0.010000000000005116,0.6683467315152655
0.8686494861731328,79.66,79.82,0.002687034839191582,10.774107933044434,34.85999999999999,0.8686494861731328
0.9806965315472942,13.66,13.46,0.0006112989535996043,20.682201385498047,-0.5099999999999998,0.9806965315472942
0.7694642943483868,99.96,99.9,0.002688658157742363,7.537261486053467,1.25,0.7694642943483868
0.8434567700417988,95.52,96.24,0.00253672632716515,9.981219291687012,26.410000000000004,0.8434567700417988
0.6683467315152655,100.0,100.0,0.001528704891881344,2.5755107402801514,0.07000000000000739,0.6683467315152655
0.9265628816907138,24.6,23.9,0.001844154552964451,11.187948226928711,-1.8399999999999999,0.9265628816907138
0.8649128357187489,80.2,76.24,0.0023716667292294196,10.457071304321289,28.760000000000005,0.8649128357187489
0.9202332298295632,45.16,39.48,0.00681206124090171,11.305314064025879,17.93,0.9202332298295632
