Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,152680720.0,0.517744243144989,1.3625555084217922e-06,82.94,0.5165468454360962,1.8659205807125545e-06,81.56
0,4733102320.0,0.4127260148525238,1.3249517678559641e-06,88.2,0.4138631224632263,1.783335846994305e-06,86.08
10,50537318320.0,0.1856495887041092,9.75643160927575e-07,94.5,0.19135023653507233,1.2511292197814328e-06,90.59
20,96341534320.0,0.17697516083717346,1.162567514256807e-06,94.2,0.18532012403011322,1.2746266975227627e-06,90.67
30,142145750320.0,0.1659935563802719,1.6133431017806288e-06,94.38,0.17393234372138977,1.4158576959744096e-06,90.71
40,187949966320.0,0.13980139791965485,2.4737141757213976e-06,94.3,0.14506974816322327,2.1729053969465895e-06,90.66
50,233754182320.0,0.1193457692861557,2.8553433821798535e-06,94.54,0.1239214763045311,3.0385438094526762e-06,90.65
60,279558398320.0,0.1167161837220192,2.890242967623635e-06,94.46,0.12203745543956757,3.1650074561184738e-06,90.7
70,325362614320.0,0.11926399916410446,3.887223101628479e-06,94.7,0.11999145895242691,3.5237992506154114e-06,90.68
80,371166830320.0,0.10136362165212631,5.156587576493621e-06,95.06,0.11365894228219986,4.559223270916846e-06,90.79
90,416971046320.0,0.0807778611779213,6.211650998011464e-06,95.56,0.10798656940460205,5.6015278460108675e-06,90.99
