Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,56400979200.0,8.064788818359375,94.42,7.780029773712158,88.64
0,73321272960.0,7.017239093780518,98.68,6.799393177032471,92.06
10,242524210560.0,3.5983734130859375,98.46,3.4924724102020264,92.44
20,411727148160.0,2.1582610607147217,98.18,2.345663547515869,92.17
30,580930085760.0,1.5140838623046875,98.14,1.8303213119506836,92.24
40,750133023360.0,1.1788933277130127,98.54,2.139291524887085,92.33
50,919335960960.0,1.014107346534729,98.7,1.7582848072052002,92.41
60,1088538898560.0,0.807034432888031,98.78,2.1094939708709717,92.48
70,1257741836160.0,0.7443813681602478,99.1,2.3306634426116943,92.54
80,1426944773760.0,0.6915755867958069,98.96,1.999515175819397,92.66
90,1596147711360.0,0.6443024277687073,99.18,2.167842149734497,92.76
100,1748430355200.0,0.5855006575584412,99.24,2.398073434829712,92.74
