layer_names,pr
conv1,0.0
layer1.0.conv1,0.1352539
layer1.0.conv2,0.42415366
layer1.0.conv3,0.14050293
layer1.0.shortcut.0,0.13494873
layer1.1.conv1,0.27825928
layer1.1.conv2,0.42133248
layer1.1.conv3,0.1350708
layer1.2.conv1,0.28173828
layer1.2.conv2,0.42279732
layer1.2.conv3,0.14343262
layer2.0.conv1,0.27938843
layer2.0.conv2,0.59483504
layer2.0.conv3,0.1960144
layer2.0.shortcut.0,0.2790146
layer2.1.conv1,0.39169312
layer2.1.conv2,0.5950453
layer2.1.conv3,0.19596863
layer2.2.conv1,0.39004517
layer2.2.conv2,0.59465873
layer2.2.conv3,0.19624329
layer2.3.conv1,0.3974762
layer2.3.conv2,0.59483504
layer2.3.conv3,0.19750977
layer3.0.conv1,0.39588165
layer3.0.conv2,0.8379228
layer3.0.conv3,0.2769127
layer3.0.shortcut.0,0.3936386
layer3.1.conv1,0.5584831
layer3.1.conv2,0.8368361
layer3.1.conv3,0.2791748
layer3.2.conv1,0.55848694
layer3.2.conv2,0.83662415
layer3.2.conv3,0.27859497
layer3.3.conv1,0.55771255
layer3.3.conv2,0.8362664
layer3.3.conv3,0.27912903
layer3.4.conv1,0.5582428
layer3.4.conv2,0.8363054
layer3.4.conv3,0.27869415
layer3.5.conv1,0.55812836
layer3.5.conv2,0.8365258
layer3.5.conv3,0.27885818
layer4.0.conv1,0.55666924
layer4.0.conv2,0.99997246
layer4.0.conv3,0.39453125
layer4.0.shortcut.0,0.55724
layer4.1.conv1,0.7888117
layer4.1.conv2,0.9999606
layer4.1.conv3,0.3936863
layer4.2.conv1,0.7885313
layer4.2.conv2,0.9999907
layer4.2.conv3,0.39389133
linear,0.0
