layer_names,pr
conv1,0.0
layer1.0.conv1,0.08886719
layer1.0.conv2,0.27642143
layer1.0.conv3,0.0904541
layer1.0.shortcut.0,0.093444824
layer1.1.conv1,0.18365479
layer1.1.conv2,0.2778049
layer1.1.conv3,0.090270996
layer1.2.conv1,0.18304443
layer1.2.conv2,0.27544487
layer1.2.conv3,0.09100342
layer2.0.conv1,0.18136597
layer2.0.conv2,0.39298502
layer2.0.conv3,0.13031006
layer2.0.shortcut.0,0.18364716
layer2.1.conv1,0.260437
layer2.1.conv2,0.39190674
layer2.1.conv3,0.13226318
layer2.2.conv1,0.25942993
layer2.2.conv2,0.39337158
layer2.2.conv3,0.13198853
layer2.3.conv1,0.2612152
layer2.3.conv2,0.39067248
layer2.3.conv3,0.12902832
layer3.0.conv1,0.26091003
layer3.0.conv2,0.5565796
layer3.0.conv3,0.18419266
layer3.0.shortcut.0,0.26122665
layer3.1.conv1,0.36668396
layer3.1.conv2,0.5536635
layer3.1.conv3,0.1843605
layer3.2.conv1,0.36912918
layer3.2.conv2,0.55462307
layer3.2.conv3,0.18284988
layer3.3.conv1,0.36893845
layer3.3.conv2,0.5541026
layer3.3.conv3,0.18397903
layer3.4.conv1,0.3690567
layer3.4.conv2,0.55451626
layer3.4.conv3,0.18354797
layer3.5.conv1,0.3673935
layer3.5.conv2,0.5550859
layer3.5.conv3,0.18454742
layer4.0.conv1,0.369442
layer4.0.conv2,0.78213584
layer4.0.conv3,0.26044655
layer4.0.shortcut.0,0.36876774
layer4.1.conv1,0.5220413
layer4.1.conv2,0.78265595
layer4.1.conv3,0.2614174
layer4.2.conv1,0.5223808
layer4.2.conv2,0.78419197
layer4.2.conv3,0.26246548
linear,0.0
