layer_names,pr
conv1,0.0
layer1.0.conv1,0.62060547
layer1.0.conv2,0.6287706
layer1.0.conv3,0.59399414
layer1.0.shortcut.0,0.5004883
layer1.1.conv1,1.0
layer1.1.conv2,1.0
layer1.1.conv3,1.0
layer1.2.conv1,0.98791504
layer1.2.conv2,0.9995117
layer1.2.conv3,0.9916382
layer2.0.conv1,0.7420044
layer2.0.conv2,0.7632039
layer2.0.conv3,0.65623474
layer2.0.shortcut.0,0.594223
layer2.1.conv1,0.71614075
layer2.1.conv2,0.8035075
layer2.1.conv3,0.7914276
layer2.2.conv1,0.4976349
layer2.2.conv2,0.5246989
layer2.2.conv3,0.46244812
layer2.3.conv1,0.45140076
layer2.3.conv2,0.5813802
layer2.3.conv3,0.5877075
layer3.0.conv1,0.42665863
layer3.0.conv2,0.53707886
layer3.0.conv3,0.42314148
layer3.0.shortcut.0,0.52007866
layer3.1.conv1,0.6293144
layer3.1.conv2,0.6018321
layer3.1.conv3,0.4597473
layer3.2.conv1,0.57616043
layer3.2.conv2,0.6622094
layer3.2.conv3,0.5648384
layer3.3.conv1,0.43701172
layer3.3.conv2,0.5344628
layer3.3.conv3,0.54113007
layer3.4.conv1,0.37250137
layer3.4.conv2,0.50482684
layer3.4.conv3,0.5678444
layer3.5.conv1,0.49095917
layer3.5.conv2,0.7540283
layer3.5.conv3,0.8176956
layer4.0.conv1,0.47206306
layer4.0.conv2,0.81713104
layer4.0.conv3,0.9070139
layer4.0.shortcut.0,0.93953323
layer4.1.conv1,0.9589634
layer4.1.conv2,0.96291476
layer4.1.conv3,0.9647417
layer4.2.conv1,0.98881245
layer4.2.conv2,0.99611324
layer4.2.conv3,0.9935627
linear,0.0
