layer_names,pr
conv1,0.0
layer1.0.conv1,0.23828125
layer1.0.conv2,0.32310656
layer1.0.conv3,0.32165527
layer1.0.shortcut.0,0.38757324
layer1.1.conv1,0.324646
layer1.1.conv2,0.35682508
layer1.1.conv3,0.2020874
layer1.2.conv1,0.37719727
layer1.2.conv2,0.451199
layer1.2.conv3,0.20318604
layer2.0.conv1,0.3327942
layer2.0.conv2,0.5229018
layer2.0.conv3,0.42126465
layer2.0.shortcut.0,0.3803711
layer2.1.conv1,0.4164734
layer2.1.conv2,0.53548855
layer2.1.conv3,0.5045624
layer2.2.conv1,0.5842743
layer2.2.conv2,0.8413832
layer2.2.conv3,0.7848358
layer2.3.conv1,0.57547
layer2.3.conv2,0.7107205
layer2.3.conv3,0.6598358
layer3.0.conv1,0.47309875
layer3.0.conv2,0.37250096
layer3.0.conv3,0.12175751
layer3.0.shortcut.0,0.49404144
layer3.1.conv1,0.29431152
layer3.1.conv2,0.5606452
layer3.1.conv3,0.45640182
layer3.2.conv1,0.39974594
layer3.2.conv2,0.8371124
layer3.2.conv3,0.8068962
layer3.3.conv1,0.5154915
layer3.3.conv2,0.8876241
layer3.3.conv3,0.85736847
layer3.4.conv1,0.5355644
layer3.4.conv2,0.9177348
layer3.4.conv3,0.9126663
layer3.5.conv1,0.49187088
layer3.5.conv2,0.92465043
layer3.5.conv3,0.9099045
layer4.0.conv1,0.36398697
layer4.0.conv2,0.8318329
layer4.0.conv3,0.7352886
layer4.0.shortcut.0,0.75392914
layer4.1.conv1,0.9838314
layer4.1.conv2,0.99461323
layer4.1.conv3,0.9838133
layer4.2.conv1,0.9965172
layer4.2.conv2,0.9973721
layer4.2.conv3,0.9907589
linear,0.0
