layer_names,pr
conv1,0.0
layer1.0.conv1,0.70703125
layer1.0.conv2,0.74820966
layer1.0.conv3,0.8206787
layer1.0.shortcut.0,0.64398193
layer1.1.conv1,0.73327637
layer1.1.conv2,0.8855523
layer1.1.conv3,0.8757324
layer1.2.conv1,0.84729004
layer1.2.conv2,0.9037001
layer1.2.conv3,0.7954712
layer2.0.conv1,0.55374146
layer2.0.conv2,0.649292
layer2.0.conv3,0.55940247
layer2.0.shortcut.0,0.5192032
layer2.1.conv1,0.6154938
layer2.1.conv2,0.6360813
layer2.1.conv3,0.54829407
layer2.2.conv1,0.3943329
layer2.2.conv2,0.34702554
layer2.2.conv3,0.3241577
layer2.3.conv1,0.3731842
layer2.3.conv2,0.39589438
layer2.3.conv3,0.41156006
layer3.0.conv1,0.33210754
layer3.0.conv2,0.47258842
layer3.0.conv3,0.38125992
layer3.0.shortcut.0,0.4957428
layer3.1.conv1,0.5273628
layer3.1.conv2,0.45861137
layer3.1.conv3,0.36545944
layer3.2.conv1,0.46305847
layer3.2.conv2,0.47120497
layer3.2.conv3,0.40644836
layer3.3.conv1,0.42422485
layer3.3.conv2,0.51312256
layer3.3.conv3,0.5198784
layer3.4.conv1,0.4118843
layer3.4.conv2,0.56763715
layer3.4.conv3,0.6409912
layer3.5.conv1,0.48365402
layer3.5.conv2,0.7239753
layer3.5.conv3,0.7765045
layer4.0.conv1,0.6326828
layer4.0.conv2,0.94104725
layer4.0.conv3,0.96420574
layer4.0.shortcut.0,0.96651125
layer4.1.conv1,0.9762068
layer4.1.conv2,0.9757279
layer4.1.conv3,0.975132
layer4.2.conv1,0.9930372
layer4.2.conv2,0.9980041
layer4.2.conv3,0.9929695
linear,0.0
