Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,150162592.0,0.5532680153846741,1.6266703823930584e-06,85.88,0.48244601488113403,1.5380400100184488e-06,83.53
0,4655040352.0,0.39233243465423584,9.838211099122418e-07,91.06,0.3329879939556122,1.21996106372535e-06,87.9
10,49703817952.0,0.16825787723064423,1.2273902711967821e-06,96.1,0.18015867471694946,1.3771788189842482e-06,91.08
20,94752595552.0,0.16516707837581635,1.0459646091476316e-06,96.02,0.17762142419815063,1.4177625189404353e-06,91.02
30,139801373152.0,0.14859983325004578,1.2903473134429078e-06,96.02,0.16883356869220734,1.6279100236715749e-06,91.0
40,184850150752.0,0.11824783682823181,2.5432836991967633e-06,95.82,0.14960061013698578,2.5242366064048838e-06,91.12
50,229898928352.0,0.09891553968191147,3.866387032758212e-06,95.86,0.1351856291294098,3.5364080304134404e-06,91.32
60,274947705952.0,0.10066956281661987,3.197156729584094e-06,96.02,0.13466909527778625,3.738131454156246e-06,91.29
70,319996483552.0,0.09603656083345413,4.759935563924955e-06,95.86,0.1321425437927246,4.005457412858959e-06,91.31
80,365045261152.0,0.08097562938928604,5.395711013989057e-06,96.1,0.1287592202425003,5.088410034659319e-06,91.36
90,410094038752.0,0.07259716093540192,5.6568774198240135e-06,96.26,0.13007068634033203,6.321470209513791e-06,91.42
