Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,0,136882.0625,0.96,136346.015625,1.0
0,35986284000.0,1.4245256185531616,0.72,1.4149280786514282,1.0
10,395849124000.0,2.8662140369415283,1.44,3.9018702507019043,1.36
20,755711964000.0,5.0655059814453125,2.6,5.757616996765137,2.66
30,1115574804000.0,8.50025749206543,3.7,12.540125846862793,2.98
40,1475437644000.0,8.448857307434082,4.06,16.617359161376953,3.32
50,1835300484000.0,25.655685424804688,4.38,20.590360641479492,3.86
60,2195163324000.0,27.523984909057617,4.54,37.41272735595703,3.94
70,2555026164000.0,25.32763671875,5.04,25.564640045166016,4.37
80,2914889004000.0,28.463979721069336,6.5,27.693056106567383,5.42
90,3274751844000.0,30.205171585083008,7.64,38.898494720458984,6.12
100,3634614684000.0,25.639047622680664,7.9,40.22621154785156,6.94
110,3994477524000.0,22.64681053161621,9.22,41.50370788574219,7.27
120,4354340364000.0,30.65411949157715,9.36,50.26602554321289,8.09
130,4714203204000.0,35.763275146484375,10.2,49.67167663574219,8.32
140,5074066044000.0,43.23735427856445,9.58,51.499935150146484,8.81
150,5433928884000.0,71.0663070678711,10.24,103.5970230102539,8.37
160,5793791724000.0,67.7485580444336,10.48,95.57676696777344,8.29
170,6153654564000.0,68.39054870605469,10.14,85.99419403076172,8.73
180,6513517404000.0,144.94613647460938,10.1,158.97943115234375,8.45
190,6873380244000.0,97.8853988647461,10.78,115.72576904296875,9.11
200,7197256800000.0,58.428401947021484,12.3,90.40849304199219,10.08
