Epoch,Prob 0 train accuracy,Prob 1 train accuracy,Prob 2 train accuracy,Prob 3 train accuracy,Prob 4 train accuracy,Prob 5 train accuracy,Prob 6 train accuracy,Prob 7 train accuracy,Prob 8 train accuracy,Prob 9 train accuracy,Prob 10 train accuracy,Prob 11 train accuracy,Prob 12 train accuracy,Prob 13 train accuracy,Prob 14 train accuracy,Prob 15 train accuracy,Prob 16 train accuracy,Prob 17 train accuracy,Prob 18 train accuracy,Prob 19 train accuracy,Prob 20 train accuracy,Prob 21 train accuracy,Prob 22 train accuracy,Prob 23 train accuracy,Prob 24 train accuracy,Prob 25 train accuracy,Prob 26 train accuracy,Prob 27 train accuracy,Prob 28 train accuracy,Prob 29 train accuracy,Prob 30 train accuracy,Prob 31 train accuracy,Prob 32 train accuracy,Prob 33 train accuracy,Prob 34 train accuracy,Prob 35 train accuracy,Prob 36 train accuracy,Prob 37 train accuracy,Prob 38 train accuracy,Prob 39 train accuracy,Prob 40 train accuracy,Prob 41 train accuracy,Prob 42 train accuracy,Prob 43 train accuracy,Prob 44 train accuracy,Prob 45 train accuracy,Prob 46 train accuracy,Prob 47 train accuracy,Prob 48 train accuracy,Prob 0 test accuracy,Prob 1 test accuracy,Prob 2 test accuracy,Prob 3 test accuracy,Prob 4 test accuracy,Prob 5 test accuracy,Prob 6 test accuracy,Prob 7 test accuracy,Prob 8 test accuracy,Prob 9 test accuracy,Prob 10 test accuracy,Prob 11 test accuracy,Prob 12 test accuracy,Prob 13 test accuracy,Prob 14 test accuracy,Prob 15 test accuracy,Prob 16 test accuracy,Prob 17 test accuracy,Prob 18 test accuracy,Prob 19 test accuracy,Prob 20 test accuracy,Prob 21 test accuracy,Prob 22 test accuracy,Prob 23 test accuracy,Prob 24 test accuracy,Prob 25 test accuracy,Prob 26 test accuracy,Prob 27 test accuracy,Prob 28 test accuracy,Prob 29 test accuracy,Prob 30 test accuracy,Prob 31 test accuracy,Prob 32 test accuracy,Prob 33 test accuracy,Prob 34 test accuracy,Prob 35 test accuracy,Prob 36 test accuracy,Prob 37 test accuracy,Prob 38 test accuracy,Prob 39 test accuracy,Prob 40 test accuracy,Prob 41 test accuracy,Prob 42 test accuracy,Prob 43 test accuracy,Prob 44 test accuracy,Prob 45 test accuracy,Prob 46 test accuracy,Prob 47 test accuracy,Prob 48 test accuracy,Final test accuracy
0,1.3378947368421052,0.7042105263157895,0.5736842105263158,1.736842105263158,0.5210526315789473,0.5284210526315789,1.6831578947368422,0.4894736841703716,0.4673684210526316,1.731578947368421,0.611578947368421,0.66,2.8105263157894735,0.8221052631578948,0.5705263157894737,2.7357894736842105,0.98,0.7936842105263158,2.6789473684210527,0.8157894736842105,0.6494736842105263,2.6315789473684212,1.4631578947368422,1.4957894736842106,5.48,1.5547368421052632,0.9757894736842105,5.247368421052632,1.3978947368421053,0.7557894736842106,4.827368421052632,1.5315789473684212,1.44,5.022105263157894,1.1389473684210527,0.9789473684210527,4.7368421052631575,1.2915789473684212,1.32,4.698947368421052,3.383157894736842,10.901052631578947,31.082105263157896,14.049473683889289,21.14631578883121,49.89684210462068,28.557894736842105,49.737894736520865,77.04736842041015,2.03,0.84,0.57,2.23,0.5,0.5,1.87,0.5,0.5,2.06,0.65,0.84,3.28,0.91,0.68,3.06,1.16,0.93,2.98,1.64,0.75,2.81,1.48,1.04,6.96,1.73,1.64,6.57,2.0,0.61,6.01,2.44,1.08,6.4,1.28,1.06,6.14,1.77,1.57,5.68,2.15,16.82,37.2,20.52,28.16,53.05,32.2,50.56,61.44,62.78
1,1.9547368420651086,0.8957894736842106,0.7431578947368421,2.256842105263158,0.5694736842105264,0.5063157894335295,2.26210526311774,0.4589473684210526,0.4463157894736842,2.2873684210124767,0.6957894736440559,0.7315789473282663,3.0673684210526315,0.8694736842105263,0.6147368420651085,3.034736842105263,1.1389473684210527,1.0557894736842106,3.091578947328266,0.9115789473282664,0.7168421052230032,3.0978947368019507,1.6610526315789473,1.7789473683808978,6.617894736761796,1.8915789473282663,1.1863157894335294,6.492631578867059,1.5642105262756347,0.8810526315789474,5.989473684130217,1.8726315789473684,1.7442105263157894,6.428421052551269,1.4336842104861611,1.273684210486161,6.029473684130217,1.5389473683808979,1.4221052631578948,5.82421052623548,3.729473684130217,13.715789473684211,38.93999999967876,17.61263157878675,26.93263157894737,59.97263157862613,35.54210526283666,61.62526315660978,81.68736842041015,2.1,0.85,1.16,2.64,0.87,0.52,2.56,0.5,0.5,2.65,0.78,1.25,3.64,0.9,0.59,3.7,1.06,1.12,3.71,1.03,0.82,3.82,2.35,1.98,7.18,2.21,1.83,7.27,1.6,1.26,7.26,2.63,2.69,8.22,2.71,2.63,8.72,1.95,1.37,8.81,7.72,15.8,38.17,18.85,25.79,53.01,35.03,51.31,60.58,62.78
2,1.9442105263157894,0.8189473684210526,0.7105263157894737,2.1610526315789476,0.5778947368421052,0.5263157894736842,2.150526315789474,0.44842105263157894,0.4442105263157895,2.1673684210526316,0.7547368421052632,0.771578947368421,3.0442105263157893,0.78,0.5789473684210527,2.991578947368421,1.0726315789473684,1.0547368421052632,3.085263157854582,0.8778947368421053,0.7442105263157894,3.0968421052230033,1.7484210526315789,1.7957894736842106,6.788421052631579,1.7705263157894737,1.1694736842105262,6.555789473603901,1.5821052631578947,0.9021052631578947,6.079999999919691,1.9947368420651084,1.765263157854582,6.381052631578948,1.4347368420651085,1.2831578946966875,5.984210526315789,1.4799999999598452,1.4936842105263157,5.767368420972322,3.90210526311774,13.363157894736842,39.593684210205076,17.142105262997276,26.009473684049908,60.56526315660979,35.16947368388929,62.26210526219418,81.82631578818874,1.93,1.25,0.88,2.18,0.66,0.5,1.9,0.5,0.5,1.88,0.99,0.66,3.84,1.02,0.68,3.69,1.01,1.28,3.21,1.2,0.54,3.27,1.92,1.72,7.08,1.89,1.4,7.12,1.37,0.94,6.32,1.88,1.89,6.39,1.39,1.43,6.55,1.58,1.7,5.56,3.68,13.62,38.94,18.8,28.68,53.85,36.23,51.29,60.95,62.78
3,2.0,0.9021052631578947,0.6821052631578948,2.208421052631579,0.5231578947368422,0.5042105263157894,2.22,0.4473684210526316,0.46421052631578946,2.238947368421053,0.6926315789473684,0.7189473684210527,3.078947368380898,0.8789473684210526,0.5852631578947368,3.0631578946966873,1.1494736841703717,1.071578947368421,3.155789473644056,0.8305263157894737,0.6821052631578948,3.1852631578545822,1.7463157894335295,1.6757894736440557,6.715789473603901,1.8242105262756347,1.1052631578545822,6.471578947288112,1.6189473684210527,0.8031578947368421,6.0052631578144275,1.7778947368019506,1.593684210486161,6.275789473644056,1.331578947368421,1.1263157894736842,5.856842105223003,1.413684210486161,1.3842105263157896,5.716842105223003,3.635789473644056,13.164210525994552,39.45578947304173,16.921052631418327,25.935789473362973,60.4452631575735,34.29684210494192,61.94947368292558,81.38210526187295,2.02,1.2,0.94,2.08,0.62,0.5,2.11,0.5,0.5,2.12,0.97,1.45,2.83,0.96,0.84,2.92,1.09,0.99,3.13,1.87,1.8,3.28,2.12,2.26,6.04,1.71,1.78,5.92,1.68,1.89,5.59,2.32,2.46,5.88,1.92,1.74,5.93,2.55,2.46,5.64,4.92,11.99,38.96,17.28,26.88,53.48,32.65,50.01,60.67,62.78
4,1.9873684210526317,0.9147368421052632,0.671578947368421,2.164210526275635,0.5042105263157894,0.511578947368421,2.1673684210526316,0.43473684210526314,0.43894736842105264,2.1842105263157894,0.6347368421052632,0.6705263157894736,3.187368420972322,0.8,0.628421052631579,3.1052631578947367,1.0557894736842106,1.1010526315789473,3.1884210525512695,0.791578947368421,0.7263157894736842,3.1221052630775854,1.7694736841703715,1.5284210525914241,6.624210526155171,1.9273684210124769,1.1484210525914242,6.44842105247096,1.5010526315387926,0.7905263157894736,5.967368420892012,1.913684210486161,1.6042105262756348,6.312631578947369,1.1873684210124769,1.0357894736440558,5.909473684210527,1.4515789473282663,1.3694736842105264,5.698947368421052,3.6726315789072137,13.081052631257709,39.570526315468236,16.492631578947368,25.48,60.61263157766242,34.601052631578945,61.60631578947368,81.44,2.17,1.11,0.61,3.11,0.5,0.48,2.54,0.5,0.5,2.71,0.7,0.86,4.04,0.88,0.86,4.02,1.18,1.2,3.47,1.09,1.32,3.55,2.46,2.42,7.15,2.14,1.69,6.76,1.46,1.02,6.23,2.45,2.14,6.65,1.34,1.41,7.32,2.36,1.92,7.47,5.91,16.03,39.01,21.1,30.07,53.05,39.01,52.0,60.63,62.78
5,2.0389473684210526,0.94,0.7378947368421053,2.3010526315789472,0.5421052631578948,0.5042105263157894,2.291578947368421,0.4610526315789474,0.4589473684210526,2.3157894736842106,0.7115789473684211,0.7810526315789473,3.214736842105263,0.8421052631578947,0.6326315789473684,3.1536842105263156,1.065263157894737,1.1294736842105264,3.2336842105263157,0.9347368421052632,0.7957894736842105,3.1757894736842105,1.8210526315789475,1.7526315789473683,6.639999999959845,1.8178947368421052,1.1378947368421053,6.46421052631579,1.6273684210526316,0.9315789473684211,5.9926315789473685,1.8473684210526315,1.7231578946966875,6.346315789473684,1.4094736842105262,1.22,5.944210526275635,1.5642105263157895,1.5747368421052632,5.74210526311774,3.9073684210526314,13.075789473603901,39.75894736809982,16.945263157814427,26.369473684049908,60.814736841784026,35.197894736520865,61.31052631546824,81.42947368421052,2.22,1.18,0.89,2.25,0.67,0.5,2.23,0.5,0.5,2.29,0.96,0.6,2.87,1.19,0.8,2.85,1.14,1.25,2.49,1.24,1.04,2.53,1.71,2.47,5.67,1.69,1.47,5.29,1.38,1.33,4.82,1.43,2.19,4.93,2.25,1.25,4.81,2.11,2.02,4.55,3.25,11.75,38.91,16.59,27.72,53.53,30.96,50.47,60.94,62.78
6,2.0199999999598455,0.9484210526315789,0.7073684210526315,2.328421052631579,0.5157894736842106,0.5063157894736842,2.3178947368421055,0.4631578947368421,0.4589473684210526,2.3305263157894736,0.6684210526315789,0.7642105263157895,3.1694736842105264,0.8536842105263158,0.56,3.103157894736842,1.1189473684210527,1.0442105263157895,3.2305263157894735,0.8852631578947369,0.7410526315789474,3.2,1.7989473684210526,1.8021052631578947,6.645263157854582,1.788421052631579,1.1421052631578947,6.512631578907214,1.6778947368421053,0.8936842105263157,6.016842105182849,1.8326315789072136,1.688421052631579,6.310526315709164,1.3852631578947368,1.1778947368421053,5.847368421012477,1.4357894736842105,1.4821052631578948,5.6336842104861615,3.6378947368421053,12.970526315709165,39.68526315725226,16.77578947368421,25.97263157878675,60.654736842105265,34.66947368421052,61.19999999967876,81.35263157766242,1.88,1.18,0.67,2.09,0.5,0.5,1.7,0.5,0.5,1.72,0.5,0.5,3.18,0.9,0.5,3.07,1.04,1.22,2.42,0.52,0.5,2.46,1.22,0.66,7.3,1.66,0.87,7.55,0.73,0.5,6.76,2.31,1.93,6.57,0.5,0.57,5.84,0.86,0.88,4.74,1.29,11.65,40.05,14.63,24.11,53.47,31.96,50.36,61.14,62.78
7,1.976842105263158,0.9010526315789473,0.6852631578545821,2.128421052631579,0.5294736842105263,0.508421052631579,2.1557894736842105,0.4589473684210526,0.4589473684210526,2.165263157894737,0.6663157894736842,0.72,3.0957894736842104,0.8252631578947368,0.5915789473684211,3.0505263157894738,1.0947368421052632,1.111578947368421,3.1357894736842105,0.8694736842105263,0.7157894736842105,3.088421052631579,1.7726315789473683,1.573684210486161,6.78210526311774,1.8105263157894738,1.148421052631579,6.536842105223003,1.5294736842105263,0.8642105263157894,5.983157894696688,1.9621052631578948,1.6989473684210525,6.218947368380898,1.2610526315789474,1.1,5.741052631538793,1.4,1.3473684210526315,5.534736842065109,3.498947368380898,13.399999999919691,39.642105263157895,17.387368420892013,26.290526315628856,60.92631578818873,34.81684210494192,61.85578947368421,81.67368420988385,2.1,1.0,0.94,2.64,0.75,0.77,2.64,0.5,0.5,2.64,0.65,0.59,3.7,0.81,0.71,3.67,1.18,1.27,3.32,1.25,1.17,3.36,2.03,2.22,6.89,2.02,1.51,7.01,1.78,0.71,6.54,1.58,1.78,6.86,1.31,0.52,6.98,1.79,2.11,6.87,7.12,14.85,38.81,18.07,26.97,54.02,34.18,49.75,61.41,62.78
8,1.9589473684210525,0.9757894736842105,0.7178947368421053,2.223157894736842,0.5452631578947369,0.5063157894736842,2.2294736842105265,0.4536842105263158,0.4536842105263158,2.2494736842105265,0.7231578947368421,0.7863157894736842,3.2357894736842105,0.8842105263157894,0.6305263157894737,3.168421052631579,1.1063157894736841,1.1189473684210527,3.2473684210526317,0.8852631578947369,0.7305263157894737,3.216842105263158,1.8789473684210527,1.7968421052631578,6.86,1.8852631578947368,1.2473684210526317,6.68842105255127,1.631578947368421,0.9768421052631578,6.178947368340744,2.0010526315789474,1.788421052631579,6.5052631578144275,1.503157894736842,1.256842105263158,6.099999999959845,1.5705263157894738,1.5052631578947369,5.935789473603901,4.153684210486161,14.039999999839381,39.61684210462068,17.79263157878675,26.69684210510254,60.69368420988384,35.59157894704718,62.12105263125771,81.43684210526315,1.99,1.21,1.01,2.58,0.67,0.51,2.53,0.5,0.5,2.52,1.3,1.13,3.33,1.33,1.28,3.1,1.14,1.2,3.27,1.46,1.29,3.26,2.2,1.89,6.37,1.99,1.89,6.41,1.72,1.14,6.1,2.34,2.5,6.5,1.48,1.25,6.38,1.45,1.47,6.76,6.97,13.23,39.08,15.01,24.39,54.47,32.34,48.97,61.22,62.78
9,1.9357894736440557,0.9863157894736843,0.78210526311774,2.2652631578545823,0.5515789473684211,0.5242105263157895,2.270526315749319,0.45052631578947366,0.45052631578947366,2.2947368420651086,0.7157894736440559,0.8326315789072137,3.0842105262756347,0.8673684210526316,0.6473684210526316,3.090526315749319,1.048421052631579,1.1178947368421053,3.2263157894335297,0.953684210486161,0.8431578946966874,3.1915789473282663,1.965263157854582,1.8863157894335294,6.764210526275635,1.9305263157493189,1.1484210525914242,6.5673684210124765,1.671578947368421,0.9863157894335295,6.157894736801951,1.9884210526315789,1.8347368421052632,6.473684210486161,1.5978947368019505,1.3052631578545821,6.0263157894335295,1.6231578946966874,1.5621052631578947,5.909473684170371,4.141052631538793,13.411578947047184,39.59157894736842,16.957894736842107,25.70421052599455,60.93473684114155,35.315789473362976,61.5484210519891,81.48842105134663,2.3,1.14,0.93,3.08,0.83,0.5,3.13,0.5,0.5,3.15,0.85,1.0,3.81,0.94,0.54,3.79,1.02,0.91,4.2,1.38,0.92,4.46,1.89,2.85,7.38,1.64,1.79,7.32,2.2,1.51,7.3,2.64,2.38,8.25,2.7,1.94,8.24,1.73,1.72,8.33,5.84,18.68,38.74,23.33,30.67,53.12,38.63,51.88,61.1,62.78
