Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,73352132800.0,21.986351013183594,51.38,21.573793411254883,37.2
0,95357772640.0,5.3414225578308105,95.26,4.822546482086182,67.07
10,315414171040.0,1.2430634498596191,99.08,1.9165027141571045,71.29
20,535470569440.0,0.790224015712738,99.56,1.861938238143921,71.4
30,755526967840.0,0.5936641097068787,99.5,1.8676315546035767,71.67
40,975583366240.0,0.512641191482544,99.58,1.9371532201766968,71.81
50,1195639764640.0,0.44641226530075073,99.74,2.0582635402679443,71.9
60,1415696163040.0,0.38803327083587646,99.68,2.139599561691284,72.0
70,1635752561440.0,0.4003808796405792,99.8,2.2142040729522705,71.9
80,1855808959840.0,0.31271687150001526,99.74,2.1890311241149902,72.01
90,2075865358240.0,0.3146723210811615,99.7,2.208794355392456,72.05
100,2273916116800.0,0.31256383657455444,99.8,2.3438186645507812,72.06
