Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,0,0.9296488761901855,4.112389433430508e-06,78.16,0.8445047736167908,3.4559279811219312e-06,77.8
0,4331471520.0,0.5360515117645264,3.906967776856618e-06,89.96,0.45578354597091675,2.5815963908826234e-06,87.19
10,47646186720.0,0.1315363645553589,5.481755579239689e-06,96.6,0.16784508526325226,3.9767787711753044e-06,91.91
20,90960901920.0,0.11483870446681976,5.975607109576231e-06,97.02,0.15675407648086548,4.3004361032217275e-06,92.03
30,134275617120.0,0.10048471391201019,7.4892341217491776e-06,96.82,0.15288527309894562,4.5582423808809835e-06,92.15
40,177590332320.0,0.07854905724525452,8.544915544916876e-06,97.04,0.13471223413944244,5.947850240772823e-06,92.4
50,220905047520.0,0.0738002136349678,8.720367077330593e-06,97.3,0.14245855808258057,7.205040674307384e-06,92.53
60,264219762720.0,0.06281262636184692,1.0921801731456071e-05,97.4,0.14179031550884247,7.196841579570901e-06,92.59
70,307534477920.0,0.06349675357341766,8.7419166447944e-06,97.42,0.13943319022655487,7.268898571055615e-06,92.56
80,350849193120.0,0.05505714938044548,1.3195554856793024e-05,97.4,0.15024857223033905,9.028217391460203e-06,92.69
90,394163908320.0,0.051627080887556076,1.2138961210439447e-05,97.84,0.14835397899150848,1.0605102033878211e-05,92.84
