Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,166521616.0,0.6080758571624756,8.311801025229215e-07,22.42,0.6209675669670105,7.167037665567477e-07,23.85
0,5162170096.0,0.5361641049385071,6.466451623055036e-07,28.22,0.5578864812850952,7.275863254108117e-07,28.54
10,55118654896.0,0.22269506752490997,5.653848234032921e-07,71.76,0.26079249382019043,6.505282499347231e-07,70.02
20,105075139696.0,0.22087150812149048,6.097403684179881e-07,72.38,0.25538912415504456,7.222519684546569e-07,71.72
30,155031624496.0,0.21487489342689514,5.736992534366436e-07,74.98,0.2507428228855133,8.494781695844722e-07,73.28
40,204988109296.0,0.2064969688653946,1.1038216598535655e-06,76.98,0.24303403496742249,1.5881628314673435e-06,76.24
50,254944594096.0,0.18607065081596375,2.129422682628501e-06,76.92,0.24008750915527344,2.5546080451022135e-06,76.75
60,304901078896.0,0.18438686430454254,1.8882667518482776e-06,77.72,0.23774076998233795,2.7494525056681596e-06,76.81
70,354857563696.0,0.18186965584754944,2.712688228712068e-06,77.06,0.2365485280752182,3.0811318083578954e-06,76.72
80,404814048496.0,0.1620740443468094,3.119572966170381e-06,78.26,0.23240680992603302,4.4504195102490485e-06,77.05
90,454770533296.0,0.14733591675758362,5.525954293261748e-06,79.38,0.23613744974136353,5.7458632909401786e-06,77.85
