Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131665648.0,0.5872840881347656,2.6943806119561486e-07,30.98,0.582378625869751,2.9644269261552836e-07,31.58
0,4081635088.0,0.5786338448524475,2.541294179536635e-07,31.82,0.5750366449356079,2.918473569479829e-07,32.27
10,43581329488.0,0.4618437886238098,2.559569622917479e-07,54.32,0.4649650752544403,3.593963810999412e-07,53.77
20,83081023888.0,0.44189655780792236,2.7465603125165217e-07,60.2,0.44630831480026245,3.787400260080176e-07,58.45
30,122580718288.0,0.4092971384525299,3.260344385580538e-07,67.96,0.41497868299484253,4.185011448498699e-07,66.22
40,162080412688.0,0.31331175565719604,8.023245641197718e-07,81.4,0.32856911420822144,8.505039659212343e-07,80.16
50,201580107088.0,0.2949460446834564,2.0186016627121717e-06,87.26,0.31354525685310364,2.2638189420831623e-06,84.05
60,241079801488.0,0.2964818775653839,2.996138846356189e-06,87.24,0.3112521767616272,2.7010996745957527e-06,84.18
70,280579495888.0,0.2923205494880676,3.6321803236205596e-06,87.56,0.3078226149082184,3.586452521631145e-06,84.42
80,320079190288.0,0.2776205241680145,7.95177311374573e-06,86.54,0.2930467128753662,9.48707020143047e-06,83.88
90,359578884688.0,0.23784580826759338,1.172251722891815e-05,86.06,0.2639433741569519,1.785393396858126e-05,84.22
