Epoch,sparse_flops,val_set_gradient_magnitude,val_accuracy,test_set_gradient_magnitude,test_accuracy
-1,3924896640.0,624.0621948242188,10.58,628.5089721679688,10.0
0,15699586560.0,6.0560712814331055,9.64,5.384712219238281,10.11
10,133446485760.0,13.295384407043457,17.88,12.32666301727295,18.45
20,251193384960.0,42.01465606689453,22.44,43.540348052978516,22.09
30,368940284160.0,8.130340576171875,26.78,6.357743740081787,27.06
40,486687183360.0,9.477730751037598,27.78,10.37439250946045,27.62
50,604434082560.0,78.46842193603516,26.56,82.51309967041016,26.49
60,722180981760.0,76.63777923583984,29.1,73.43119812011719,29.07
70,839927880960.0,77.41868591308594,29.72,77.42192077636719,30.45
80,957674780160.0,44.30018615722656,32.24,52.950233459472656,31.41
90,1075421679360.0,101.99505615234375,31.9,90.99851989746094,31.9
100,1193168578560.0,95.2763900756836,33.0,107.39617919921875,34.12
110,1310915477760.0,40.53654861450195,35.48,28.13755226135254,36.27
120,1428662376960.0,44.14731979370117,35.72,39.8383674621582,35.39
130,1546409276160.0,54.67313766479492,36.2,55.13106155395508,35.46
140,1664156175360.0,13.628888130187988,36.32,31.41382598876953,37.08
150,1781903074560.0,17.11298942565918,37.24,42.20247268676758,37.14
160,1899649973760.0,21.880661010742188,38.42,53.8159065246582,36.56
170,2017396872960.0,115.10895538330078,37.36,106.46126556396484,36.16
180,2135143772160.0,151.68728637695312,36.3,164.11758422851562,36.13
190,2252890671360.0,35.16306686401367,39.92,79.01722717285156,37.81
200,2358862880640.0,134.0008087158203,36.78,133.9739227294922,35.81
