Epoch,test accuracy,training accuracy
-1,85.37,93.20666666666666
0,85.13,92.9
1,85.1,87.63333333333334
2,84.14,87.57333333333334
3,84.46,86.86666666666666
4,84.8,87.16
5,83.37,87.12
6,84.62,86.15333333333334
7,83.58,87.43333333333334
8,83.6,86.40666666666667
9,84.0,86.08
