Epoch,test accuracy,training accuracy
-1,88.22,96.43555555555555
0,88.89,97.18
1,88.81,91.81333333333333
2,89.04,91.91333333333333
3,88.94,92.0
4,89.11,91.96666666666667
5,88.83,92.03333333333333
6,89.05,91.98
7,88.85,92.02
8,88.88,91.98
9,88.95,92.15333333333334
