Epoch,test accuracy,training accuracy
-1,69.76,69.78666666666666
0,80.89,84.98
1,85.14,84.22
2,88.74,88.48666666666666
3,89.97,91.22666666666667
4,90.69,92.38
5,91.0,93.10666666666667
6,91.98,93.59333333333333
7,92.02,94.20666666666666
8,92.64,94.40666666666667
9,92.52,94.91333333333333
