Epoch,test accuracy,training accuracy
-1,86.23,93.1
0,85.26,93.14
1,86.0,87.79333333333334
2,86.22,88.33333333333333
3,85.89,88.21333333333334
4,85.8,88.36
5,84.73,88.21333333333334
6,85.61,87.62
7,85.39,88.39333333333333
8,85.23,88.02
9,85.46,87.86
