Epoch,test accuracy,training accuracy
-1,86.71,95.2311111111111
0,89.68,97.4
1,89.51,92.37333333333333
2,89.99,92.54
3,89.78,92.78666666666666
4,89.69,92.85333333333334
5,90.11,92.71333333333334
6,90.18,93.12
7,89.81,93.13333333333334
8,89.46,92.90666666666667
9,89.97,92.68666666666667
