Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,131627008.0,0.5776594281196594,3.0124212457849353e-07,32.54,0.5738954544067383,2.897581339311728e-07,32.26
0,4080437248.0,0.5682628154754639,2.8287328746046114e-07,33.22,0.5657209753990173,2.8621334990930336e-07,32.98
10,43568539648.0,0.4494779109954834,3.269745718625927e-07,54.54,0.45511025190353394,3.314522416530963e-07,54.51
20,83056642048.0,0.4305500388145447,2.8377621674735565e-07,60.18,0.43747568130493164,3.4958426908815454e-07,59.04
30,122544744448.0,0.39822718501091003,2.6979571998708707e-07,68.76,0.40787628293037415,3.859092885249993e-07,66.51
40,162032846848.0,0.29991573095321655,5.083110181658412e-07,83.1,0.3235090970993042,6.49126718599291e-07,80.76
50,201520949248.0,0.2864938974380493,1.184894927064306e-06,87.42,0.3145352005958557,1.6375764744225307e-06,84.27
60,241009051648.0,0.2822819948196411,1.6599320815657848e-06,87.28,0.31417116522789,1.9882120341208065e-06,84.48
70,280497154048.0,0.281095951795578,2.0646664324885933e-06,87.56,0.3120560050010681,2.7345458875061013e-06,84.65
80,319985256448.0,0.2621321976184845,8.242394869739655e-06,87.0,0.2835187017917633,8.296660780615639e-06,84.49
90,359473358848.0,0.22773176431655884,1.384548613714287e-05,86.84,0.2504109740257263,1.7093994756578468e-05,84.52
