PR,Sigma,P value (greater than),Diff with mean (det-sto),Det performance
0.8,0.001,0.972989224776676,0.07000000000000739,93.9
0.8,0.003,0.9999990907905422,1.8200000000000074,93.9
0.8,0.005,0.9999996852652537,9.305000000000007,93.9
0.85,0.001,0.5585957433468511,0.06999999999999318,89.99
0.85,0.003,0.9999866969023706,3.114999999999995,89.99
0.85,0.005,0.9999987517662413,25.980000000000004,89.99
0.9,0.001,0.006404301840219287,-1.2049999999999983,62.5
0.9,0.003,0.9570946242990522,4.185000000000002,62.5
0.9,0.005,0.9999999407512495,39.98,62.5
0.95,0.001,0.13250268780169666,0.0,10.03
0.95,0.003,0.999999897458505,0.02999999999999936,10.03
0.95,0.005,1.0,0.02999999999999936,10.03
