PR,Sigma,P value (greater than),Diff with mean (det-sto),Det performance
0.8,0.001,0.9999999999999983,26.845,92.44
0.8,0.003,1.0,73.425,92.44
0.8,0.005,0.9999999999999981,82.395,92.44
0.85,0.001,0.9999999999998708,20.17,60.93
0.85,0.003,0.9999999999999392,50.695,60.93
0.85,0.005,1.0,50.93,60.93
0.9,0.001,,0.0,10.0
0.9,0.003,,0.0,10.0
0.9,0.005,,0.0,10.0
0.95,0.001,,0.0,10.0
0.95,0.003,,0.0,10.0
0.95,0.005,,0.0,10.0
