Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy
-1,125195056.0,0.546773374080658,2.8502603299784823e-07,52.2,0.5241303443908691,3.400389800845005e-07,53.25
0,3881046736.0,0.5235395431518555,3.044704328658554e-07,55.74,0.5055591464042664,3.336139968723728e-07,55.8
10,41439563536.0,0.34230944514274597,3.910942609763879e-07,89.46,0.33578357100486755,4.2800465394066123e-07,86.1
20,78998080336.0,0.32201728224754333,3.281835461166338e-07,91.74,0.317362517118454,4.4260787035454996e-07,87.77
30,116556597136.0,0.2905441224575043,2.979553244131239e-07,93.54,0.29092198610305786,4.44737366933623e-07,89.33
40,154115113936.0,0.22744399309158325,4.7502538791377447e-07,94.4,0.238602414727211,5.57098417175439e-07,90.29
50,191673630736.0,0.21407298743724823,1.024491325551935e-06,94.08,0.2266310453414917,9.932028888215427e-07,89.95
60,229232147536.0,0.2093203216791153,8.286241950372641e-07,93.72,0.2247168868780136,1.138310494752659e-06,89.93
70,266790664336.0,0.2076832354068756,1.3527863984563737e-06,93.8,0.22204235196113586,1.4359983424583334e-06,89.74
80,304349181136.0,0.18663553893566132,2.346499968552962e-06,92.68,0.1982029676437378,3.096181671935483e-06,89.3
90,341907697936.0,0.1659562587738037,4.855633960687555e-06,93.12,0.18086928129196167,5.205316483625211e-06,89.3
