;name;train_acc;eval_acc
0;train-conv1;0.3602888888888889;0.3812
1;train-layer1-0-conv1;0.4887111111111111;0.5029
2;train-layer1-0-conv2;0.4158;0.4286
3;train-layer1-0-conv3;0.4006222222222222;0.4062
4;train-layer1-0-shortcut-0;0.5698888888888889;0.5715
5;train-layer1-1-conv1;0.5635333333333333;0.5695
6;train-layer1-1-conv2;0.20571111111111112;0.2152
7;train-layer1-1-conv3;0.20364444444444443;0.2114
8;train-layer1-2-conv1;0.5808;0.5846
9;train-layer1-2-conv2;0.46797777777777777;0.476
10;train-layer1-2-conv3;0.4103333333333333;0.4155
11;train-layer2-0-conv1;0.6647333333333333;0.6478
12;train-layer2-0-conv2;0.6651111111111111;0.6556
13;train-layer2-0-conv3;0.7070444444444445;0.6854
14;train-layer2-0-shortcut-0;0.5295333333333333;0.5181
15;train-layer2-1-conv1;0.10093333333333333;0.1
16;train-layer2-1-conv2;0.10093333333333333;0.1
17;train-layer2-1-conv3;0.10093333333333333;0.1
18;train-layer2-2-conv1;0.10093333333333333;0.1
19;train-layer2-2-conv2;0.10093333333333333;0.1
20;train-layer2-2-conv3;0.10093333333333333;0.1
21;train-layer2-3-conv1;0.10093333333333333;0.1
22;train-layer2-3-conv2;0.10093333333333333;0.1
23;train-layer2-3-conv3;0.10093333333333333;0.1
24;train-layer3-0-conv1;0.1009111111111111;0.1
25;train-layer3-0-conv2;0.10093333333333333;0.1
26;train-layer3-0-conv3;0.10093333333333333;0.1
27;train-layer3-0-shortcut-0;0.8106;0.7269
28;train-layer3-1-conv1;0.10093333333333333;0.1
29;train-layer3-1-conv2;0.10093333333333333;0.1
30;train-layer3-1-conv3;0.10093333333333333;0.1
31;train-layer3-2-conv1;0.1009111111111111;0.1
32;train-layer3-2-conv2;0.10093333333333333;0.1
33;train-layer3-2-conv3;0.10093333333333333;0.1
34;train-layer3-3-conv1;0.10093333333333333;0.1
35;train-layer3-3-conv2;0.10093333333333333;0.1
36;train-layer3-3-conv3;0.10093333333333333;0.1
37;train-layer3-4-conv1;0.10093333333333333;0.1
38;train-layer3-4-conv2;0.10093333333333333;0.1
39;train-layer3-4-conv3;0.10093333333333333;0.1
40;train-layer3-5-conv1;0.1009111111111111;0.1
41;train-layer3-5-conv2;0.10093333333333333;0.1
42;train-layer3-5-conv3;0.10093333333333333;0.1
43;train-layer4-0-conv1;0.10093333333333333;0.1
44;train-layer4-0-conv2;0.10093333333333333;0.1
45;train-layer4-0-conv3;0.10093333333333333;0.1
46;train-layer4-0-shortcut-0;0.8263111111111111;0.7296
47;train-layer4-1-conv1;0.1009111111111111;0.1
48;train-layer4-1-conv2;0.10093333333333333;0.1
49;train-layer4-1-conv3;0.10024444444444444;0.1
50;train-layer4-2-conv1;0.10093333333333333;0.1
51;train-layer4-2-conv2;0.10093333333333333;0.1
52;train-layer4-2-conv3;0.10093333333333333;0.1
53;train-linear;0.8250444444444445;0.7311
