pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12387424
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15382215,0.15735541
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21871608,0.22780016,0.23291355
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980262,0.32255045,0.33559334,0.34247506
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139462,0.35799155,0.38608128,0.40127563,0.409217
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3695967,0.37679037,0.42782933,0.4599796,0.47702873,0.48591444
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.63795215,0.6506119,0.6643329,0.7653953,0.83111316,0.8677809,0.8870146
0.0,features.31,0.0,0.0,0.0,0.0,0.0,0.8950026,0.9138061,0.9318034,0.95137066,0.9621281,0.96657056,0.96888137,0.9700296
0.0,features.34,0.0,0.0,0.0,0.0,0.9015804,0.902426,0.9213371,0.93944716,0.95921284,0.97010636,0.97453904,0.97678715,0.9779286
0.0,features.37,0.0,0.0,0.0,0.90322155,0.90291595,0.9037255,0.9225345,0.94061875,0.9604013,0.9713614,0.97585595,0.97802776,0.97913617
0.0,features.40,0.0,0.0,0.90398663,0.90316856,0.9028435,0.9036878,0.92235947,0.94035804,0.96004146,0.9710172,0.97541386,0.9776671,0.9787716
0.0,features.43,0.0,0.9042909,0.9029376,0.90214837,0.90183383,0.90265954,0.92138034,0.9393849,0.9590348,0.9699203,0.9743241,0.9765502,0.97766834
0.0,features.46,0.9004724,0.8983485,0.8970269,0.89622796,0.89589524,0.8967472,0.91531587,0.9334153,0.9531648,0.9641507,0.96867585,0.9710053,0.97212815
0.89999986,features.49,0.89952767,0.8973605,0.8960491,0.8952336,0.89493096,0.89575154,0.91429055,0.9322675,0.9519234,0.9626567,0.96707195,0.9693773,0.97048354
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
