pr_from_features.49_to_features.49,layer_names,pr_from_features.46_to_features.49,pr_from_features.43_to_features.49,pr_from_features.40_to_features.49,pr_from_features.37_to_features.49,pr_from_features.34_to_features.49,pr_from_features.31_to_features.49,pr_from_features.28_to_features.49,pr_from_features.24_to_features.49,pr_from_features.21_to_features.49,pr_from_features.18_to_features.49,pr_from_features.15_to_features.49,pr_from_features.11_to_features.49,pr_from_features.8_to_features.49
0.0,features.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,features.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024549697
0.0,features.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010613335,0.012383355
0.0,features.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022806803,0.03297933,0.038855657
0.0,features.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13336521,0.21091884,0.2527788,0.27397665
0.0,features.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38479444,0.4899258,0.56081986,0.59833103,0.6168247
0.0,features.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39640978,0.5120934,0.67755467,0.7592689,0.7937724,0.8093126
0.0,features.28,0.0,0.0,0.0,0.0,0.0,0.0,0.906818,0.93578845,0.96347386,0.98316956,0.98816425,0.99009705,0.9909575
0.0,features.31,0.0,0.0,0.0,0.0,0.0,0.9168095,0.9157151,0.95306355,0.9757686,0.99250156,0.9949515,0.99560505,0.9958759
0.0,features.34,0.0,0.0,0.0,0.0,0.9175767,0.9100816,0.9090267,0.94064415,0.96393925,0.98780143,0.9917382,0.9928839,0.99338573
0.0,features.37,0.0,0.0,0.0,0.91936916,0.9092191,0.90342754,0.9026489,0.92649245,0.9481714,0.97719026,0.98466235,0.987395,0.9885563
0.0,features.40,0.0,0.0,0.9170787,0.90456474,0.89882153,0.89598,0.8955811,0.9096294,0.920734,0.94467884,0.9585126,0.96443176,0.96712154
0.0,features.43,0.0,0.9048636,0.8960495,0.89139897,0.89033,0.88987184,0.8898163,0.8928502,0.89755416,0.9076665,0.91710067,0.9231796,0.92632633
0.0,features.46,0.8994446,0.8966175,0.89158034,0.88991845,0.88953996,0.88940597,0.8893899,0.8904059,0.8922293,0.8985066,0.90556884,0.91012615,0.9125862
0.89999986,features.49,0.9005555,0.89851886,0.8952916,0.8947487,0.8945126,0.8944236,0.894413,0.8949178,0.8956443,0.8998587,0.90528107,0.9090737,0.91111755
0.0,classifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
